FORMATION,BIT SIZE (in),TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb*ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Apti,12.25,1330,1329.93,38.3,11,752.7,2948,144,9309,10.93,11.027,37,18.02,06/08/2010 09.04.52
Apti,12.25,1331,1330.93,45.2,9,779.3,3145,143,9491,10.986,11.023,38,18.05,06/08/2010 09.06.46
Apti,12.25,1332,1331.93,46.4,6,782,3170,144,8500,10.971,11.021,38,18.08,06/08/2010 09.08.15
Apti,12.25,1333,1332.93,66.1,8,782.1,3177,143,10675,10.979,11.029,38,18.1,06/08/2010 09.09.17
Apti,12.25,1334,1333.93,64.5,11,779.8,3183,114,10252,10.972,11.041,39,18.13,06/08/2010 09.23.04
Apti,12.25,1335,1334.93,56.7,9,777.6,3186,108,8291,10.943,11.035,38,18.14,06/08/2010 09.24.11
Apti,12.25,1336,1335.93,53,12,778,3190,107,11317,10.929,11.029,39,18.17,06/08/2010 09.25.56
Apti,12.25,1337,1336.93,71.4,12,777.9,3188,109,10751,10.957,11.027,39,18.19,06/08/2010 09.26.51
Apti,12.25,1338,1337.93,82.2,10,777.4,3185,125,8125,10.95,11.02,39,18.2,06/08/2010 09.27.36
Apti,12.25,1339,1338.93,90.4,8,777.7,3183,126,6400,10.966,11.054,39,18.22,06/08/2010 09.28.50
Apti,12.25,1340,1339.93,113.3,9,777.7,3188,125,6818,10.979,11.05,39,18.23,06/08/2010 09.29.27
Barre,12.25,1341,1340.93,135.4,10,777.7,3189,125,7833,10.984,11.048,39,18.24,06/08/2010 09.29.56
Barre,12.25,1342,1341.93,138.4,11,777.4,3191,124,8627,10.954,11.046,39,18.25,06/08/2010 09.30.22
Barre,12.25,1343,1342.93,137.2,10,777.8,3194,124,8066,10.99,11.043,39,18.25,06/08/2010 09.30.49
Barre,12.25,1344,1343.93,137.2,10,778.1,3196,125,8474,10.965,11.039,39,18.26,06/08/2010 09.31.16
Barre,12.25,1345,1344.93,148.1,10,778,3191,138,7775,10.931,11.037,39,18.27,06/08/2010 09.31.42
Barre,12.25,1346,1345.93,144.2,11,777.7,3189,141,9075,10.913,11.036,39,18.28,06/08/2010 09.32.08
Barre,12.25,1347,1346.93,146.4,12,778,3191,140,9443,10.943,11.037,38,18.28,06/08/2010 09.32.34
Barre,12.25,1348,1347.93,150.2,11,778.2,3193,141,9443,10.986,11.037,38,18.29,06/08/2010 09.32.59
Barre,12.25,1349,1348.93,133.9,13,778.2,3202,140,10679,10.995,11.031,38,18.3,06/08/2010 09.33.29
Barre,12.25,1350,1349.93,152.5,8,778,3192,144,5617,10.929,11.032,38,18.31,06/08/2010 09.33.53
Barre,12.25,1351,1350.93,177.4,7,778.3,3193,152,4868,10.943,11.031,38,18.31,06/08/2010 09.34.16
Barre,12.25,1352,1351.93,180.7,6,778.8,3190,159,5084,11.023,11.031,38,18.32,06/08/2010 09.34.37
Barre,12.25,1353,1352.93,163.3,6,802.1,3344,161,4648,10.953,11.032,38,18.32,06/08/2010 09.35.00
Barre,12.25,1354,1353.93,155.5,7,809.8,3442,161,6091,10.931,11.034,39,18.33,06/08/2010 09.35.23
Barre,12.25,1355,1354.93,157.2,9,809.7,3440,161,8354,10.975,11.038,39,18.34,06/08/2010 09.35.48
Barre,12.25,1356,1355.93,163.4,5,809.7,3435,161,4485,10.989,11.04,39,18.34,06/08/2010 09.36.10
Barre,12.25,1357,1356.93,163.1,7,809.9,3448,160,6524,10.956,11.044,40,18.35,06/08/2010 09.36.33
Barre,12.25,1358,1357.93,159.8,7,809,3448,163,7808,10.977,11.044,39,18.36,06/08/2010 09.36.56
Barre,12.25,1359,1358.93,163.3,6,809.7,3445,172,6886,10.959,11.042,39,18.36,06/08/2010 09.37.19
Barre,12.25,1360,1359.93,163.2,6,809.5,3441,172,6868,10.931,11.038,39,18.37,06/08/2010 09.37.41
Barre,12.25,1361,1360.93,145.6,6,809.7,3452,173,6963,10.98,11.036,39,18.38,06/08/2010 09.38.07
Barre,12.25,1362,1361.93,129.4,5,811,3453,174,4982,10.992,11.04,39,18.38,06/08/2010 09.38.36
Barre,12.25,1363,1362.93,142.8,4,793.4,3340,119,3647,10.963,11.061,39,18.4,06/08/2010 09.51.41
Barre,12.25,1364,1363.93,160.1,7,788.5,3310,144,7834,10.957,11.075,39,18.41,06/08/2010 09.52.05
Barre,12.25,1365,1364.93,149.3,7,790.2,3323,150,7821,10.944,11.082,39,18.41,06/08/2010 09.52.32
Barre,12.25,1366,1365.93,184.1,7,790,3330,165,7744,10.947,11.085,39,18.42,06/08/2010 09.52.54
Barre,12.25,1367,1366.93,198.3,9,791.2,3345,170,9112,10.996,11.083,39,18.43,06/08/2010 09.53.13
Barre,12.25,1368,1367.93,196.4,8,791,3343,173,7823,10.837,11.08,39,18.43,06/08/2010 09.53.31
Barre,12.25,1369,1368.93,196.3,8,817.3,3515,173,8197,10.897,11.08,40,18.44,06/08/2010 09.53.50
Barre,12.25,1370,1369.93,208.5,7,821.8,3591,174,7336,10.989,11.078,40,18.44,06/08/2010 09.54.09
Barre,12.25,1371,1370.93,208.8,6,822.6,3600,174,6665,10.903,11.078,40,18.45,06/08/2010 09.54.27
Barre,12.25,1372,1371.93,189.4,7,823.4,3612,172,6584,11.027,11.069,39,18.45,06/08/2010 09.54.47
Barre,12.25,1373,1372.93,186.9,6,841.5,3742,168,5676,10.948,11.066,40,18.46,06/08/2010 09.55.07
Barre,12.25,1374,1373.93,172.9,7,841.6,3752,163,7117,10.915,11.063,40,18.46,06/08/2010 09.55.28
Barre,12.25,1375,1374.93,171.2,8,842.5,3768,162,8299,10.934,11.064,40,18.47,06/08/2010 09.55.49
Barre,12.25,1376,1375.93,176.2,7,840.4,3772,160,7835,10.988,11.056,40,18.48,06/08/2010 09.56.10
Barre,12.25,1377,1376.93,180.9,8,840.9,3759,165,8307,10.984,11.053,40,18.48,06/08/2010 09.56.31
Barre,12.25,1378,1377.93,176.3,7,839.6,3769,166,8319,10.9,11.056,40,18.49,06/08/2010 09.56.52
Barre,12.25,1379,1378.93,177.6,7,841,3772,169,5809,10.99,11.053,40,18.49,06/08/2010 09.57.13
Barre,12.25,1380,1379.93,185.9,5,841.9,3774,162,5769,11.007,11.049,40,18.5,06/08/2010 09.57.33
Barre,12.25,1381,1380.93,170.7,5,842.9,3785,161,4767,10.995,11.037,40,18.5,06/08/2010 09.57.55
Barre,12.25,1382,1381.93,152.9,6,843.3,3779,160,6953,10.94,11.036,39,18.51,06/08/2010 09.58.19
Barre,12.25,1383,1382.93,153.1,6,842.9,3762,161,7209,10.981,11.04,40,18.52,06/08/2010 09.58.43
Barre,12.25,1384,1383.93,157.1,6,843.2,3789,166,6796,10.967,11.027,40,18.52,06/08/2010 09.59.06
Barre,12.25,1385,1384.93,155.5,6,842.9,3794,166,5998,10.958,11.03,40,18.53,06/08/2010 09.59.30
Barre,12.25,1386,1385.93,157.3,7,842.5,3774,160,6362,10.951,11.022,40,18.54,06/08/2010 09.59.53
Barre,12.25,1387,1386.93,159.3,4,843.5,3789,140,3965,10.979,11.027,40,18.55,06/08/2010 10.00.31
Barre,12.25,1388,1387.93,125.1,4,842.9,3780,146,3509,11.006,11.023,40,18.56,06/08/2010 10.01.08
Barre,12.25,1389,1388.93,166.6,5,847.9,3802,169,4608,10.976,11.013,40,18.57,06/08/2010 10.01.34
Barre,12.25,1390,1389.93,126.6,5,850.5,3848,168,4478,10.967,11.02,40,18.58,06/08/2010 10.02.04
Barre,12.25,1391,1390.93,127.9,4,851.2,3846,151,2893,11.001,11.02,40,18.59,06/08/2010 10.12.15
Barre,12.25,1392,1391.93,172.4,5,875.3,4089,128,5249,10.95,11.024,41,18.59,06/08/2010 10.12.38
Barre,12.25,1393,1392.93,192.9,4,868.8,4042,160,3421,10.978,11.026,41,18.6,06/08/2010 10.13.14
Barre,12.25,1394,1393.93,204.8,5,858.6,3955,159,4814,10.938,11.029,41,18.61,06/08/2010 10.13.33
Barre,12.25,1395,1394.93,203.2,8,858,3933,156,9463,10.986,11.033,41,18.61,06/08/2010 10.13.51
Barre,12.25,1396,1395.93,194.6,7,856.9,3926,161,7301,10.916,11.024,41,18.62,06/08/2010 10.14.11
Barre,12.25,1397,1396.93,192.6,7,858.2,3943,163,8391,10.951,11.031,40,18.63,06/08/2010 10.14.30
Barre,12.25,1398,1397.93,198.6,8,857.1,3940,159,11100,10.878,11.028,40,18.63,06/08/2010 10.14.49
Barre,12.25,1399,1398.93,192.9,9,859.7,3956,156,11877,10.975,11.029,41,18.64,06/08/2010 10.15.08
Barre,12.25,1400,1399.93,191.1,9,858.6,3967,161,10068,10.941,11.035,40,18.64,06/08/2010 10.15.28
Barre,12.25,1401,1400.93,203.2,6,858.4,3967,162,7907,10.909,11.029,40,18.65,06/08/2010 10.15.47
Barre,12.25,1402,1401.93,173.1,9,858.7,3959,161,9673,10.88,11.039,40,18.65,06/08/2010 10.16.08
Barre,12.25,1403,1402.93,155.7,11,858.8,3970,151,11214,10.965,11.04,40,18.66,06/08/2010 10.16.33
Barre,12.25,1404,1403.93,158,7,859.8,3981,157,8890,10.99,11.037,40,18.67,06/08/2010 10.16.56
Barre,12.25,1405,1404.93,160.1,8,859.7,3976,157,8282,10.921,11.045,41,18.67,06/08/2010 10.17.19
Barre,12.25,1406,1405.93,164.1,6,859.3,3969,158,6310,10.91,11.048,40,18.68,06/08/2010 10.17.41
Barre,12.25,1407,1406.93,166.5,6,859.6,3968,159,7208,10.918,11.042,40,18.68,06/08/2010 10.18.03
Barre,12.25,1408,1407.93,162.3,8,858.6,3957,158,7323,11.004,11.043,40,18.69,06/08/2010 10.18.26
Barre,12.25,1409,1408.93,156.6,8,859.1,3966,157,9129,10.957,11.029,40,18.7,06/08/2010 10.18.50
Barre,12.25,1410,1409.93,146.5,8,859.5,3979,158,7636,10.961,11.036,41,18.7,06/08/2010 10.19.15
Barre,12.25,1411,1410.93,162.9,5,859.9,3976,161,5015,10.956,11.035,40,18.71,06/08/2010 10.19.38
Barre,12.25,1412,1411.93,159.5,7,859.8,3967,160,6225,10.866,11.039,40,18.72,06/08/2010 10.20.02
Barre,12.25,1413,1412.93,161.5,7,860,3968,166,6289,10.856,11.048,41,18.72,06/08/2010 10.20.25
Barre,12.25,1414,1413.93,164.4,6,860.4,3983,145,5587,10.898,11.049,41,18.73,06/08/2010 10.20.53
Barre,12.25,1415,1414.93,163,7,860.1,3977,168,6229,10.896,11.044,40,18.74,06/08/2010 10.21.16
Barre,12.25,1416,1415.93,166,7,859.2,3974,167,6328,10.921,11.041,41,18.74,06/08/2010 10.21.39
Barre,12.25,1417,1416.93,151.1,9,841.6,3841,167,8982,10.913,11.045,41,18.75,06/08/2010 10.22.03
Barre,12.25,1418,1417.93,151.8,7,841,3810,168,6675,10.844,11.037,41,18.76,06/08/2010 10.22.31
Barre,12.25,1419,1418.93,110.8,6,840.5,3811,168,6046,10.912,11.034,40,18.77,06/08/2010 10.23.04
Barre,12.25,1420,1419.98,110.8,4,843.6,3834,135,3703,10.871,11.056,40,18.78,06/08/2010 12.51.42
Barre,12.25,1421,1421.01,116.5,5,854,3915,134,4959,11.02,11.076,40,18.79,06/08/2010 12.52.17
Barre,12.25,1422,1422.01,142.9,6,854.7,3926,134,6153,11.079,11.085,40,18.8,06/08/2010 12.52.44
Barre,12.25,1423,1423.01,156.1,8,854.3,3941,131,7744,11.008,11.086,40,18.81,06/08/2010 12.53.09
Barre,12.25,1424,1424.02,144.3,9,855.1,3949,117,9279,11.059,11.086,40,18.82,06/08/2010 12.53.35
Barre,12.25,1425,1425.01,142.9,11,854.8,3947,117,11306,11.063,11.09,40,18.82,06/08/2010 12.54.02
Barre,12.25,1426,1425.99,139.1,9,855.5,3954,117,9210,11.063,11.093,40,18.83,06/08/2010 12.54.29
Barre,12.25,1427,1427.02,138.5,10,855.4,3958,117,9499,11.026,11.094,40,18.84,06/08/2010 12.54.56
Barre,12.25,1428,1428,145.1,10,855.4,3960,117,9993,11.033,11.097,40,18.85,06/08/2010 12.55.21
Barre,12.25,1429,1429.02,142.8,11,855.9,3960,117,10599,11.055,11.095,40,18.85,06/08/2010 12.55.49
Barre,12.25,1430,1430.01,129.6,11,855.6,3958,117,9701,11.034,11.092,40,18.86,06/08/2010 12.56.17
Barre,12.25,1431,1430.97,127,10,855.7,3962,117,9726,11.073,11.095,40,18.87,06/08/2010 12.57.00
Barre,12.25,1432,1432.01,94.4,9,856,3957,117,9697,11.053,11.097,40,18.89,06/08/2010 12.57.47
Barre,12.25,1433,1433,104.3,11,856.5,3971,117,10653,11.03,11.096,40,18.9,06/08/2010 12.58.22
Barre,12.25,1434,1433.98,96,12,856.1,3961,117,10417,11.037,11.099,40,18.91,06/08/2010 12.59.07
Barre,12.25,1435,1434.95,102.3,10,856.2,3964,117,9508,11.031,11.096,40,18.92,06/08/2010 12.59.56
Barre,12.25,1436,1435.99,89.5,10,855.5,3958,117,9836,11.016,11.087,40,18.94,06/08/2010 13.00.40
Barre,12.25,1437,1436.99,118.5,7,854.8,3954,118,6009,11.019,11.076,40,18.95,06/08/2010 13.01.16
Barre,12.25,1438,1438.01,121.3,9,854.7,3957,117,9101,11.017,11.068,40,18.95,06/08/2010 13.01.48
Barre,12.25,1439,1439,117.6,9,856.3,3971,118,8726,11.047,11.06,40,18.96,06/08/2010 13.02.20
Barre,12.25,1440,1440.01,120.5,8,855.8,3966,117,7662,11.004,11.059,40,18.97,06/08/2010 13.02.51
Barre,12.25,1441,1440.98,123.1,9,855.6,3971,118,8537,10.98,11.065,40,18.98,06/08/2010 13.03.20
Barre,12.25,1442,1442,116,10,855.6,3975,117,9598,11.019,11.069,40,18.99,06/08/2010 13.03.52
Barre,12.25,1443,1442.98,123.4,9,855,3963,117,9773,11.02,11.074,40,19,06/08/2010 13.04.22
Barre,12.25,1444,1444.01,126.5,8,855.8,3972,118,8211,10.988,11.076,40,19.01,06/08/2010 13.04.52
Barre,12.25,1445,1445,123.3,9,855,3970,117,8761,11.017,11.079,40,19.01,06/08/2010 13.05.21
Barre,12.25,1446,1446.01,123.2,10,854.8,3960,117,9351,11.036,11.08,40,19.02,06/08/2010 13.05.51
Barre,12.25,1447,1447,114.6,9,855.4,3978,117,8529,11.003,11.083,40,19.03,06/08/2010 13.06.24
Barre,12.25,1448,1448.01,104,8,855.2,3967,117,8297,10.985,11.085,40,19.04,06/08/2010 13.06.59
Barre,12.25,1449,1448.95,108.6,6,852.3,3949,102,6473,10.997,11.076,40,19.05,06/08/2010 13.31.13
Barre,12.25,1450,1450,143.1,7,846.6,3908,117,6787,11.025,11.042,40,19.06,06/08/2010 13.31.43
Barre,12.25,1451,1451.03,140.8,10,846.8,3914,117,9584,10.984,11.039,40,19.07,06/08/2010 13.32.11
Barre,12.25,1452,1452.03,157.8,10,847.2,3925,117,9860,11.051,11.038,40,19.08,06/08/2010 13.32.36
Barre,12.25,1453,1452.99,161.6,11,847.5,3933,116,9526,11.018,11.034,40,19.09,06/08/2010 13.33.11
Barre,12.25,1454,1454,118.5,12,848.1,3936,116,9600,10.994,11.035,41,19.09,06/08/2010 13.33.43
Barre,12.25,1455,1454.96,97.7,13,848.5,3937,125,8963,11.019,11.036,40,19.1,06/08/2010 13.34.22
Barre,12.25,1456,1455.97,113.1,14,848.5,3939,128,9207,10.978,11.041,40,19.12,06/08/2010 13.34.55
Barre,12.25,1457,1456.99,139.1,14,848.6,3948,139,10629,10.964,11.05,40,19.12,06/08/2010 13.35.23
Barre,12.25,1458,1457.96,117.8,13,848.4,3936,153,9874,11.002,11.057,40,19.13,06/08/2010 13.35.58
Barre,12.25,1459,1459,113,12,848.4,3936,159,9586,10.959,11.068,40,19.14,06/08/2010 13.36.31
Barre,12.25,1460,1459.99,112.2,12,849.1,3946,159,10037,11.024,11.066,40,19.15,06/08/2010 13.37.03
Barre,12.25,1461,1460.98,124.3,11,849.1,3949,159,9874,11.018,11.065,40,19.16,06/08/2010 13.37.34
Barre,12.25,1462,1462,132,12,849.1,3959,160,10414,10.955,11.063,40,19.17,06/08/2010 13.38.02
Barre,12.25,1463,1462.96,128.4,11,848.7,3941,160,9740,10.971,11.063,41,19.18,06/08/2010 13.38.43
Barre,12.25,1464,1464,112.4,9,849.7,3956,160,8065,10.952,11.065,40,19.19,06/08/2010 13.39.17
Barre,12.25,1465,1465.01,132,10,849.8,3956,159,8598,10.957,11.068,40,19.2,06/08/2010 13.39.46
Barre,12.25,1466,1466.02,142.4,10,849.9,3954,161,8681,10.936,11.069,40,19.2,06/08/2010 13.40.13
Barre,12.25,1467,1467,135.5,10,850.5,3959,169,9077,10.921,11.072,40,19.21,06/08/2010 13.40.40
Barre,12.25,1468,1468,133.5,10,850.4,3955,169,8540,10.949,11.076,40,19.22,06/08/2010 13.41.10
Barre,12.25,1469,1469,116.1,10,849.6,3949,169,8431,10.965,11.074,40,19.23,06/08/2010 13.41.42
Barre,12.25,1470,1470,126.5,9,850.5,3956,170,7946,10.928,11.077,40,19.24,06/08/2010 13.42.12
Barre,12.25,1471,1471.01,124.9,9,849.1,3949,170,8361,10.947,11.079,39,19.25,06/08/2010 13.42.42
Barre,12.25,1472,1472.01,129.9,10,849.9,3949,170,8499,10.938,11.086,40,19.25,06/08/2010 13.43.10
Barre,12.25,1473,1473.02,133.1,10,848.8,3949,169,9136,10.966,11.087,40,19.26,06/08/2010 13.43.38
Barre,12.25,1474,1474,132.7,10,848.7,3948,169,8920,10.975,11.097,40,19.27,06/08/2010 13.44.05
Barre,12.25,1475,1475,129.8,10,849.3,3946,170,8595,10.911,11.097,40,19.28,06/08/2010 13.44.38
Barre,12.25,1476,1475.99,109.3,9,851.3,3960,169,7563,10.903,11.104,40,19.29,06/08/2010 13.45.12
Barre,12.25,1477,1477,103.9,9,851.7,3973,170,7050,10.869,11.105,40,19.3,06/08/2010 13.45.48
Barre,12.25,1478,1477.97,115.9,6,848.9,3948,128,5318,10.888,11.104,40,19.32,06/08/2010 13.56.57
Barre,12.25,1479,1478.95,136.5,8,848.2,3962,169,7687,10.929,11.114,39,19.33,06/08/2010 13.57.25
Barre,12.25,1480,1479.96,142.9,11,848.3,3979,161,9662,10.985,11.114,39,19.33,06/08/2010 13.57.51
Barre,12.25,1481,1480.94,164.4,12,848.4,3985,161,10568,10.994,11.12,40,19.34,06/08/2010 13.58.19
Barre,12.25,1482,1481.97,123.1,12,848.8,3994,162,10123,10.926,11.119,41,19.35,06/08/2010 13.58.51
Barre,12.25,1483,1482.99,122.1,11,849.6,3998,162,9701,10.889,11.122,40,19.36,06/08/2010 13.59.24
Barre,12.25,1484,1483.95,125.9,11,850,4010,162,10784,10.809,11.114,40,19.37,06/08/2010 13.59.52
Barre,12.25,1485,1484.95,131.2,10,849.9,3993,162,10032,10.85,11.115,40,19.37,06/08/2010 14.00.20
Barre,12.25,1486,1485.97,137.7,12,850.4,3988,162,11384,10.804,11.111,40,19.38,06/08/2010 14.00.50
Barre,12.25,1487,1486.95,107.6,8,849.8,3986,162,8027,10.825,11.105,40,19.39,06/08/2010 14.01.24
Barre,12.25,1488,1487.97,119.9,7,850.5,3977,162,8199,10.766,11.081,40,19.4,06/08/2010 14.01.58
Barre,12.25,1489,1488.94,128.6,9,851,4002,162,9414,10.776,11.07,40,19.41,06/08/2010 14.02.31
Barre,12.25,1490,1489.93,102.4,8,850.4,3993,162,8940,10.812,11.071,40,19.42,06/08/2010 14.03.11
Barre,12.25,1491,1490.97,109.1,8,850.2,3977,163,8266,10.772,11.078,40,19.43,06/08/2010 14.03.51
Barre,12.25,1492,1491.97,106.6,8,849.7,3988,163,8657,10.798,11.082,40,19.44,06/08/2010 14.04.25
Barre,12.25,1493,1492.97,107.7,8,849.3,3997,162,8504,10.786,11.089,40,19.45,06/08/2010 14.04.59
Barre,12.25,1494,1493.96,121.6,8,849.3,3991,162,9767,10.873,11.091,40,19.46,06/08/2010 14.05.29
Barre,12.25,1495,1494.97,121.8,8,849.5,3986,162,8939,10.802,11.102,39,19.47,06/08/2010 14.05.59
Barre,12.25,1496,1495.95,130.3,9,849.7,3995,162,9367,10.882,11.098,39,19.48,06/08/2010 14.06.27
Barre,12.25,1497,1496.98,124.4,8,849.2,3990,162,9132,10.821,11.105,39,19.48,06/08/2010 14.06.58
Barre,12.25,1498,1497.97,121.9,8,849.9,4002,163,8626,10.803,11.1,40,19.49,06/08/2010 14.07.28
Barre,12.25,1499,1498.93,123.3,8,850.8,4009,162,9480,10.783,11.103,40,19.5,06/08/2010 14.07.58
Barre,12.25,1500,1499.96,123.4,9,850.6,4016,162,10746,10.805,11.096,40,19.51,06/08/2010 14.08.28
Barre,12.25,1501,1500.96,126.5,8,850.7,4007,162,9276,10.756,11.103,40,19.52,06/08/2010 14.08.57
Barre,12.25,1502,1501.97,126.4,8,850.5,3999,162,9636,10.774,11.098,40,19.53,06/08/2010 14.09.26
Barre,12.25,1503,1502.95,131.1,9,850.3,3983,160,10439,10.787,11.103,40,19.53,06/08/2010 14.09.54
Barre,12.25,1504,1503.97,124.9,10,852.3,4021,160,10245,10.802,11.1,40,19.54,06/08/2010 14.10.24
Barre,12.25,1505,1504.95,118.5,7,853,4019,160,8219,10.785,11.104,40,19.55,06/08/2010 14.10.55
Barre,12.25,1506,1505.95,108.8,8,853.4,4034,160,8726,10.819,11.101,40,19.56,06/08/2010 14.11.29
Barre,12.25,1507,1506.97,105.7,9,841.6,3938,145,6239,10.926,11.11,40,19.58,06/08/2010 14.22.25
Barre,12.25,1508,1507.97,131.6,13,835.7,3897,164,8485,10.966,11.11,40,19.59,06/08/2010 14.22.54
Barre,12.25,1509,1508.96,140.7,16,835.7,3911,164,10106,10.948,11.108,40,19.59,06/08/2010 14.23.23
Barre,12.25,1510,1509.96,117.1,16,836.1,3923,164,9698,10.988,11.107,40,19.6,06/08/2010 14.23.54
Barre,12.25,1511,1510.98,118.4,17,836.1,3920,164,9443,10.991,11.11,40,19.61,06/08/2010 14.24.25
Barre,12.25,1512,1511.96,137.4,16,836.3,3921,164,9037,10.92,11.111,40,19.62,06/08/2010 14.24.52
Barre,12.25,1513,1512.98,137.1,17,836.8,3933,164,10176,10.825,11.121,40,19.63,06/08/2010 14.25.19
Barre,12.25,1514,1513.97,140.8,16,836.9,3914,165,9701,10.88,11.117,39,19.63,06/08/2010 14.25.45
Barre,12.25,1515,1514.97,140.7,16,836.8,3920,164,9330,10.913,11.127,40,19.64,06/08/2010 14.26.11
Barre,12.25,1516,1515.96,131.7,14,837,3914,165,8477,10.955,11.13,40,19.65,06/08/2010 14.26.40
Barre,12.25,1517,1516.93,128.1,12,836.8,3909,165,7534,10.913,11.123,40,19.66,06/08/2010 14.27.13
Barre,12.25,1518,1517.92,146.6,13,837.2,3923,165,8893,10.849,11.117,40,19.67,06/08/2010 14.27.39
Barre,12.25,1519,1518.96,148.7,14,837.1,3910,164,9514,10.882,11.121,40,19.67,06/08/2010 14.28.04
Barre,12.25,1520,1519.95,144.1,15,837.8,3920,164,11072,10.817,11.121,40,19.68,06/08/2010 14.28.30
Barre,12.25,1521,1520.95,119.8,14,837.3,3920,165,8980,10.824,11.124,40,19.69,06/08/2010 14.29.07
Barre,12.25,1522,1521.91,139.8,14,837.5,3902,165,9367,10.799,11.127,40,19.7,06/08/2010 14.29.34
Barre,12.25,1523,1522.98,133.7,15,837.8,3922,165,9742,10.789,11.127,40,19.71,06/08/2010 14.30.04
Barre,12.25,1524,1523.97,123.7,15,837.3,3910,165,8732,10.836,11.127,40,19.71,06/08/2010 14.30.35
Barre,12.25,1525,1524.94,133.6,13,837.6,3903,165,7851,10.875,11.106,40,19.72,06/08/2010 14.31.06
Barre,12.25,1526,1525.95,122.6,14,837.6,3919,165,8540,10.924,11.096,40,19.73,06/08/2010 14.31.36
Barre,12.25,1527,1526.96,145.9,13,838.1,3907,165,9220,10.886,11.097,40,19.74,06/08/2010 14.32.09
Barre,12.25,1528,1527.94,134.4,15,837.2,3914,165,9434,10.836,11.097,40,19.75,06/08/2010 14.32.41
Barre,12.25,1529,1528.95,164.1,14,837.6,3910,165,9423,10.86,11.092,40,19.76,06/08/2010 14.33.13
Barre,12.25,1530,1529.95,157.2,15,837.8,3924,165,9995,10.805,11.093,40,19.77,06/08/2010 14.33.43
Barre,12.25,1531,1530.95,170.3,14,837.6,3919,164,8931,10.816,11.086,40,19.77,06/08/2010 14.34.09
Barre,12.25,1532,1531.97,102.2,14,836.9,3907,165,10135,10.804,11.084,40,19.79,06/08/2010 14.34.57
Barre,12.25,1533,1532.96,110.6,12,836.2,3901,165,7737,10.85,11.084,40,19.8,06/08/2010 14.35.31
Barre,12.25,1534,1533.94,110,10,836.7,3899,166,5985,10.85,11.078,40,19.81,06/08/2010 14.36.05
Barre,12.25,1535,1534.96,120.6,10,837.4,3916,143,6204,10.937,11.078,40,19.83,06/08/2010 14.48.41
Barre,12.25,1536,1535.95,136.8,8,836.3,3918,150,8672,10.96,11.077,40,19.83,06/08/2010 14.49.10
Barre,12.25,1537,1536.97,137.2,9,837.3,3932,160,9424,10.969,11.084,40,19.84,06/08/2010 14.49.41
Barre,12.25,1538,1537.97,142.8,10,837.2,3932,159,9487,10.974,11.086,40,19.85,06/08/2010 14.50.09
Barre,12.25,1539,1538.99,148.5,11,836.9,3942,170,9796,11.003,11.091,40,19.86,06/08/2010 14.50.35
Barre,12.25,1540,1539.97,155.2,12,836.5,3935,171,10123,10.973,11.098,40,19.86,06/08/2010 14.51.00
Barre,12.25,1541,1540.93,145.1,13,836,3941,171,10250,10.971,11.106,40,19.87,06/08/2010 14.51.26
Barre,12.25,1542,1541.96,144.6,13,836.3,3939,170,10736,10.909,11.111,40,19.88,06/08/2010 14.51.51
Barre,12.25,1543,1542.96,146.9,13,836.4,3931,171,11067,10.84,11.111,40,19.89,06/08/2010 14.52.16
Barre,12.25,1544,1543.95,147.7,12,836.6,3932,171,10430,10.892,11.112,40,19.89,06/08/2010 14.52.42
Barre,12.25,1545,1544.97,138.7,13,836.7,3937,171,10984,10.848,11.115,40,19.9,06/08/2010 14.53.10
Barre,12.25,1546,1545.95,140.2,12,836.8,3923,171,10237,10.881,11.118,39,19.91,06/08/2010 14.53.36
Barre,12.25,1547,1546.98,140.6,13,837.1,3940,171,10719,10.847,11.116,40,19.91,06/08/2010 14.54.03
Barre,12.25,1548,1547.97,136.2,14,836.6,3931,171,11650,10.834,11.116,40,19.92,06/08/2010 14.54.32
Barre,12.25,1549,1548.96,138,13,836.7,3928,171,10675,10.848,11.117,40,19.93,06/08/2010 14.54.59
Barre,12.25,1550,1549.97,140.2,12,836.3,3925,172,10304,10.845,11.113,40,19.94,06/08/2010 14.55.30
Barre,12.25,1551,1550.97,135.5,11,836.6,3932,171,9307,10.901,11.113,39,19.95,06/08/2010 14.55.57
Barre,12.25,1552,1551.98,135.3,13,837.1,3941,171,10914,10.885,11.113,40,19.95,06/08/2010 14.56.24
Barre,12.25,1553,1552.96,136.2,14,836.5,3928,172,10745,10.811,11.106,40,19.96,06/08/2010 14.56.52
Barre,12.25,1554,1553.92,121.8,14,836.7,3928,171,9646,10.855,11.11,39,19.97,06/08/2010 14.57.23
Barre,12.25,1555,1554.91,116.3,13,837.2,3934,172,9651,10.874,11.117,40,19.98,06/08/2010 14.57.54
Barre,12.25,1556,1555.94,116.4,13,838.3,3941,172,9757,10.91,11.105,40,19.99,06/08/2010 14.58.25
Barre,12.25,1557,1556.94,124.9,13,838.9,3951,172,9767,10.891,11.112,40,20,06/08/2010 14.58.55
Barre,12.25,1558,1557.95,129.6,14,838,3950,171,9916,10.876,11.11,40,20,06/08/2010 14.59.24
