FORMATION,BIT SIZE (in),TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb*ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Barre,12.25,1559,1558.98,132.9,14,836.3,3941,171,10584,10.919,11.114,40,20.01,06/08/2010 14.59.52
Barre,12.25,1560,1559.94,133.1,14,837.3,3947,172,10507,10.941,11.118,40,20.02,06/08/2010 15.00.19
Barre,12.25,1561,1560.94,132.1,13,838.1,3944,172,9832,10.926,11.12,40,20.03,06/08/2010 15.00.48
Barre,12.25,1562,1561.95,118.8,10,838.9,3966,172,8902,10.97,11.129,40,20.04,06/08/2010 15.01.19
Barre,12.25,1563,1562.94,142.8,10,839,3968,171,9342,10.934,11.126,40,20.04,06/08/2010 15.01.49
Barre,12.25,1564,1563.95,118.5,9,840.8,3976,134,7552,10.958,11.141,40,20.06,06/08/2010 15.18.01
Barre,12.25,1565,1564.95,108.7,10,873.9,4218,162,8005,10.947,11.15,41,20.07,06/08/2010 15.18.35
Barre,12.25,1566,1565.97,128.1,11,881.5,4330,162,8859,10.986,11.14,41,20.08,06/08/2010 15.19.05
Barre,12.25,1567,1566.95,122.1,11,881.4,4333,162,8412,10.967,11.135,41,20.09,06/08/2010 15.19.45
Barre,12.25,1568,1567.95,110.1,12,881.7,4329,162,8280,10.973,11.126,41,20.1,06/08/2010 15.20.19
Barre,12.25,1569,1568.95,108.7,13,881.9,4348,162,9304,10.966,11.122,41,20.11,06/08/2010 15.20.53
Barre,12.25,1570,1569.93,95.7,13,882.5,4341,162,8703,10.975,11.118,41,20.12,06/08/2010 15.21.33
Barre,12.25,1571,1570.93,97.6,13,883,4332,161,10512,10.988,11.116,41,20.13,06/08/2010 15.22.14
Barre,12.25,1572,1571.94,93.8,12,883,4330,161,11844,10.94,11.11,41,20.14,06/08/2010 15.22.59
Barre,12.25,1573,1572.92,92.1,11,883.5,4327,162,11279,10.861,11.113,41,20.15,06/08/2010 15.23.38
Barre,12.25,1574,1573.93,108,11,883.6,4327,162,9906,10.801,11.12,41,20.16,06/08/2010 15.24.14
Barre,12.25,1575,1574.96,118.3,11,883.2,4325,162,9056,10.848,11.115,42,20.17,06/08/2010 15.24.46
Barre,12.25,1576,1575.94,121.4,12,883.8,4329,163,8711,10.871,11.12,41,20.18,06/08/2010 15.25.20
Barre,12.25,1577,1576.93,115.2,12,883.7,4324,167,9347,10.831,11.118,42,20.19,06/08/2010 15.25.54
Barre,12.25,1578,1577.96,125.3,13,883.8,4334,169,10128,10.825,11.12,41,20.2,06/08/2010 15.26.23
Barre,12.25,1579,1578.94,126.9,13,883.4,4327,169,10195,10.867,11.115,42,20.21,06/08/2010 15.26.51
Barre,12.25,1580,1579.95,123.4,14,884.7,4339,169,10521,10.829,11.119,42,20.22,06/08/2010 15.27.21
Barre,12.25,1581,1580.94,126.8,14,885.1,4340,169,10399,10.858,11.116,42,20.22,06/08/2010 15.27.50
Barre,12.25,1582,1581.97,127.4,12,884.9,4343,169,9394,10.805,11.113,41,20.23,06/08/2010 15.28.21
Barre,12.25,1583,1582.96,139.5,11,884.8,4347,170,8953,10.76,11.11,41,20.24,06/08/2010 15.28.47
Barre,12.25,1584,1583.95,138.1,12,884.9,4339,169,9372,10.788,11.109,42,20.25,06/08/2010 15.29.13
Barre,12.25,1585,1584.95,147.8,12,883.6,4328,170,9699,10.828,11.101,42,20.25,06/08/2010 15.29.38
Barre,12.25,1586,1585.94,140.9,13,883.7,4329,169,10749,10.755,11.103,41,20.26,06/08/2010 15.30.06
Barre,12.25,1587,1586.94,130.5,13,883.2,4330,169,10195,10.796,11.096,41,20.27,06/08/2010 15.30.34
Barre,12.25,1588,1587.96,132.9,14,883.1,4330,169,10537,10.831,11.098,41,20.28,06/08/2010 15.31.02
Barre,12.25,1589,1588.94,133,13,883.8,4331,169,10287,10.889,11.091,42,20.29,06/08/2010 15.31.29
Barre,12.25,1590,1589.92,136.1,13,883.8,4336,169,10275,10.798,11.088,42,20.29,06/08/2010 15.31.57
Barre,12.25,1591,1590.95,120.1,12,885,4344,169,9357,10.838,11.082,41,20.3,06/08/2010 15.32.28
Barre,12.25,1592,1591.95,113.3,12,885.8,4350,169,9630,10.899,11.079,41,20.31,06/08/2010 15.33.00
Barre,12.25,1593,1592.91,116.5,10,861.6,4156,134,8233,10.898,11.075,40,20.32,06/08/2010 15.51.53
Barre,12.25,1594,1593.95,126,12,842.1,4005,159,9479,10.962,11.081,40,20.33,06/08/2010 15.52.26
Barre,12.25,1595,1594.96,128.1,13,842.2,4009,164,10185,10.998,11.086,40,20.34,06/08/2010 15.52.55
Barre,12.25,1596,1595.94,131.3,13,842.2,4011,164,10780,10.998,11.082,40,20.35,06/08/2010 15.53.25
Barre,12.25,1597,1596.95,128.1,13,842.9,4031,164,10888,11,11.087,40,20.36,06/08/2010 15.53.57
Barre,12.25,1598,1597.94,133.7,12,843.9,4041,164,9869,11.02,11.082,40,20.37,06/08/2010 15.54.25
Barre,12.25,1599,1598.92,143,13,844.4,4047,164,10917,10.977,11.081,40,20.37,06/08/2010 15.54.52
Barre,12.25,1600,1599.95,140.7,12,843.8,4043,164,11114,10.954,11.074,40,20.38,06/08/2010 15.55.18
Barre,12.25,1601,1600.96,142.9,13,843.8,4034,165,11034,10.996,11.08,40,20.39,06/08/2010 15.55.45
Barre,12.25,1602,1601.95,137.3,12,844.7,4029,165,10246,10.887,11.079,40,20.4,06/08/2010 15.56.11
Barre,12.25,1603,1602.97,135.9,12,845.1,4029,165,10032,10.793,11.072,40,20.4,06/08/2010 15.56.39
Barre,12.25,1604,1603.96,146.3,11,845.8,4042,165,8650,10.834,11.078,40,20.41,06/08/2010 15.57.04
Barre,12.25,1605,1604.97,142.6,12,845,4024,165,10229,10.889,11.084,40,20.42,06/08/2010 15.57.30
Barre,12.25,1606,1605.94,142.1,12,845.1,4031,165,10644,10.801,11.083,40,20.42,06/08/2010 15.57.55
Barre,12.25,1607,1606.94,144.1,13,844.6,4028,165,10915,10.818,11.075,40,20.43,06/08/2010 15.58.20
Barre,12.25,1608,1607.96,146.3,13,844,4020,165,11157,10.79,11.078,41,20.44,06/08/2010 15.58.46
Barre,12.25,1609,1608.97,154.8,13,843.3,4018,165,11182,10.762,11.076,41,20.45,06/08/2010 15.59.10
Barre,12.25,1610,1609.97,148,14,843.2,4017,165,12082,10.839,11.071,40,20.45,06/08/2010 15.59.35
Barre,12.25,1611,1610.92,111.6,12,843.5,4018,165,10105,10.71,11.078,41,20.46,06/08/2010 16.00.07
Barre,12.25,1612,1611.93,116.3,12,843.8,4018,165,9944,10.805,11.073,41,20.47,06/08/2010 16.00.39
Barre,12.25,1613,1613,138.2,12,844,4026,165,10256,10.776,11.074,40,20.48,06/08/2010 16.01.10
Barre,12.25,1614,1613.94,160.3,12,844.2,4030,165,10172,10.768,11.069,40,20.49,06/08/2010 16.01.37
Barre,12.25,1615,1614.97,132.9,12,844.3,4027,165,10127,10.759,11.076,41,20.5,06/08/2010 16.02.05
Barre,12.25,1616,1615.96,132.6,13,844.2,4033,165,10863,10.821,11.082,41,20.5,06/08/2010 16.02.33
Barre,12.25,1617,1616.97,132.8,12,844.4,4033,165,10333,10.775,11.077,41,20.51,06/08/2010 16.03.05
Barre,12.25,1618,1617.95,136.4,13,845.1,4029,164,11015,10.775,11.084,41,20.52,06/08/2010 16.03.31
Barre,12.25,1619,1618.94,133,13,845.2,4040,164,11439,10.813,11.081,41,20.53,06/08/2010 16.04.00
Barre,12.25,1620,1619.95,115.3,12,845.3,4035,165,10132,10.756,11.078,41,20.54,06/08/2010 16.04.34
Barre,12.25,1621,1620.93,113,10,845.1,4035,165,9340,10.771,11.082,40,20.55,06/08/2010 16.05.06
Barre,12.25,1622,1621.92,84.6,6,830.5,3928,149,6166,10.947,11.093,40,20.56,06/08/2010 16.16.17
Barre,12.25,1623,1622.97,123,9,827.8,3919,169,9200,11.026,11.092,40,20.57,06/08/2010 16.16.51
Barre,12.25,1624,1623.95,148.6,10,827.8,3916,168,9962,11.011,11.098,40,20.58,06/08/2010 16.17.16
Barre,12.25,1625,1624.95,135,10,827.7,3924,169,10895,10.965,11.103,40,20.59,06/08/2010 16.17.47
Barre,12.25,1626,1625.94,116.6,9,827.4,3921,170,7732,10.89,11.102,40,20.6,06/08/2010 16.18.40
Barre,12.25,1627,1626.93,127.9,11,827.7,3926,169,10181,10.819,11.105,40,20.61,06/08/2010 16.19.12
Barre,12.25,1628,1627.96,125.9,12,827.6,3914,169,10405,10.857,11.122,40,20.62,06/08/2010 16.19.43
Barre,12.25,1629,1628.94,136.4,12,828.6,3921,169,10678,10.837,11.12,40,20.63,06/08/2010 16.20.10
Barre,12.25,1630,1629.93,131.1,12,829.2,3923,169,11248,10.855,11.12,40,20.64,06/08/2010 16.20.47
Barre,12.25,1631,1630.93,142.8,12,828.8,3924,170,10895,10.845,11.126,40,20.64,06/08/2010 16.21.13
Barre,12.25,1632,1631.94,156.7,11,828.3,3915,169,10479,10.769,11.134,40,20.65,06/08/2010 16.21.39
Barre,12.25,1633,1632.94,130.3,11,828.7,3920,170,9837,10.89,11.084,40,20.66,06/08/2010 16.22.09
Barre,12.25,1634,1633.97,156.3,10,828.1,3912,170,10207,10.815,11.074,40,20.67,06/08/2010 16.22.36
Barre,12.25,1635,1634.91,146.1,11,828.1,3913,170,10474,10.794,11.076,40,20.68,06/08/2010 16.23.05
Barre,12.25,1636,1635.92,101.5,12,827.6,3905,170,10381,10.828,11.076,40,20.69,06/08/2010 16.23.55
Barre,12.25,1637,1636.92,97,11,828.3,3908,170,8963,10.788,11.071,40,20.7,06/08/2010 16.24.37
Barre,12.25,1638,1637.96,120,11,829.2,3911,170,9136,10.787,11.067,40,20.71,06/08/2010 16.25.14
Barre,12.25,1639,1638.92,114.8,11,829,3916,170,10135,10.741,11.06,40,20.72,06/08/2010 16.25.46
Barre,12.25,1640,1639.94,129.4,9,828.4,3911,170,8968,10.8,11.059,40,20.73,06/08/2010 16.26.16
Barre,12.25,1641,1640.94,123.5,9,829,3904,171,8657,10.829,11.054,40,20.74,06/08/2010 16.26.46
Barre,12.25,1642,1641.94,131.5,8,829.1,3906,171,9120,10.828,11.053,40,20.75,06/08/2010 16.27.15
Barre,12.25,1643,1642.94,150.2,6,829.6,3914,172,4697,10.833,11.054,40,20.75,06/08/2010 16.27.43
Barre,12.25,1644,1643.96,156.8,6,828.4,3905,171,6531,10.8,11.048,40,20.76,06/08/2010 16.28.09
Barre,12.25,1645,1644.94,129.7,9,828.9,3913,170,9054,10.798,11.051,40,20.77,06/08/2010 16.28.40
Barre,12.25,1646,1645.96,148.1,8,828.4,3905,170,8787,10.84,11.052,40,20.78,06/08/2010 16.29.05
Barre,12.25,1647,1646.96,151.8,7,829.2,3905,171,7974,10.839,11.046,40,20.78,06/08/2010 16.29.32
Barre,12.25,1648,1647.93,138.3,8,829.6,3911,170,8478,10.842,11.051,40,20.79,06/08/2010 16.30.00
Barre,12.25,1649,1648.93,114.2,8,829.9,3920,171,7723,10.864,11.046,39,20.8,06/08/2010 16.30.32
Barre,12.25,1650,1649.94,118.6,5,831.4,3926,151,5241,10.873,11.051,40,20.83,06/08/2010 16.54.02
Barre,12.25,1651,1650.89,94.7,7,866.8,4185,149,6680,10.961,11.028,41,20.84,06/08/2010 16.54.51
Barre,12.25,1652,1651.98,172.7,4,868.7,4148,164,4756,10.951,11.025,40,20.85,06/08/2010 16.55.22
Barre,12.25,1653,1652.97,185.5,7,870.2,4210,163,8116,10.8,11.024,41,20.85,06/08/2010 16.55.43
Barre,12.25,1654,1653.92,160.6,7,851.6,4094,140,7711,10.827,11.016,41,20.87,06/08/2010 17.32.19
Barre,12.25,1655,1654.93,155.8,5,833.9,3991,164,4744,10.832,11.009,40,20.88,06/08/2010 17.32.46
Barre,12.25,1656,1655.89,114.3,7,833.8,3984,164,7039,10.827,11.008,40,20.89,06/08/2010 17.33.20
Barre,12.25,1657,1656.95,135.2,7,834.8,3967,163,7395,10.826,11.008,40,20.9,06/08/2010 17.33.51
Barre,12.25,1658,1657.95,129.4,7,835.9,3962,161,7590,10.875,11.005,40,20.9,06/08/2010 17.34.21
Barre,12.25,1659,1658.95,133.1,4,770.7,3490,142,4313,10.906,11.009,39,20.93,06/08/2010 17.36.09
Barre,12.25,1660,1659.93,124.9,6,676.3,2766,136,6582,10.845,11.006,36,20.94,06/08/2010 17.36.44
Barre,12.25,1661,1660.97,142.4,5,674.2,2762,137,7379,10.862,11.01,36,20.95,06/08/2010 17.37.12
Barre,12.25,1662,1661.95,151.8,6,675,2770,135,8575,10.869,11.014,36,20.96,06/08/2010 17.37.36
Barre,12.25,1663,1662.95,158,7,686.1,2804,133,9891,10.878,11.017,37,20.96,06/08/2010 17.38.00
Barre,12.25,1664,1663.9,166.1,6,786.4,3501,137,8643,10.859,11.019,39,20.97,06/08/2010 17.38.23
Barre,12.25,1665,1664.93,172.8,7,797.4,3694,161,8045,10.877,11.022,39,20.98,06/08/2010 17.38.46
Barre,12.25,1666,1665.96,151.9,8,797.6,3711,161,9434,10.942,11.024,39,20.99,06/08/2010 17.39.16
Barre,12.25,1667,1666.94,156.2,9,798.1,3720,160,9867,10.927,11.022,39,20.99,06/08/2010 17.39.40
Barre,12.25,1668,1667.96,140.1,7,770.5,3550,161,7951,10.91,11.023,38,21,06/08/2010 17.40.08
Barre,12.25,1669,1668.95,134,6,748.2,3327,161,7410,10.903,11.022,38,21.01,06/08/2010 17.40.36
Barre,12.25,1670,1669.93,144.2,7,750.7,3337,161,8260,10.856,11.024,38,21.01,06/08/2010 17.41.02
Barre,12.25,1671,1670.94,142.9,9,767.4,3469,162,9334,10.826,11.025,38,21.02,06/08/2010 17.41.28
Barre,12.25,1672,1671.95,136.4,11,767.8,3490,163,9678,10.817,11.024,38,21.03,06/08/2010 17.41.55
Barre,12.25,1673,1672.95,136,11,768.1,3492,162,9774,10.848,11.021,38,21.04,06/08/2010 17.42.22
Barre,12.25,1674,1673.93,141.8,6,768.1,3489,164,6849,10.859,11.02,38,21.05,06/08/2010 17.42.54
Barre,12.25,1675,1674.94,140.7,6,768.8,3498,164,7936,10.819,11.023,38,21.05,06/08/2010 17.43.20
Barre,12.25,1676,1675.9,149.5,10,768.9,3513,142,7540,10.864,11.028,38,21.08,06/08/2010 17.45.04
Barre,12.25,1677,1676.91,86.4,9,770.7,3538,144,7955,10.83,11.032,38,21.09,06/08/2010 17.45.57
Barre,12.25,1678,1677.9,79.4,9,771.2,3544,144,8276,10.881,11.032,38,21.1,06/08/2010 17.46.47
Barre,12.25,1679,1678.91,95.8,6,771.8,3511,120,5017,10.867,11.012,38,21.12,06/08/2010 18.10.26
Barre,12.25,1680,1679.93,95.8,7,829.7,3873,165,6424,10.939,11.005,38,21.13,06/08/2010 18.11.12
Barre,12.25,1681,1680.92,140.6,8,876.8,4346,165,7288,10.911,11.008,41,21.14,06/08/2010 18.11.46
Barre,12.25,1682,1681.89,147.3,8,877.4,4356,165,9303,10.901,11.011,41,21.15,06/08/2010 18.12.13
Barre,12.25,1683,1682.92,140.7,8,876.8,4347,169,7815,10.87,11.009,41,21.16,06/08/2010 18.12.46
Barre,12.25,1684,1683.91,129.5,9,877.6,4354,169,9106,10.959,11.009,40,21.17,06/08/2010 18.13.15
Barre,12.25,1685,1684.92,144.3,8,869,4312,170,8639,10.906,11.012,40,21.17,06/08/2010 18.13.42
Barre,12.25,1686,1685.92,145.3,8,848.4,4117,170,9229,10.94,11.007,39,21.18,06/08/2010 18.14.08
Barre,12.25,1687,1686.9,136.4,9,848.2,4115,160,8300,10.873,11.01,40,21.19,06/08/2010 18.14.49
Barre,12.25,1688,1687.93,113.3,9,848.8,4109,167,8241,10.837,11.01,40,21.2,06/08/2010 18.15.28
Barre,12.25,1689,1688.94,161.3,8,848.7,4115,170,8748,10.85,11.011,39,21.21,06/08/2010 18.15.55
Barre,12.25,1690,1689.91,166.6,9,847.7,4112,169,10152,10.797,11.01,39,21.22,06/08/2010 18.16.26
Barre,12.25,1691,1690.93,99.7,7,848.1,4106,170,6114,10.844,11.006,39,21.23,06/08/2010 18.17.16
Barre,12.25,1692,1691.96,110.9,9,848.6,4110,169,8594,10.8,11.004,39,21.24,06/08/2010 18.17.50
Barre,12.25,1693,1692.9,134,11,847.4,4101,164,10127,10.779,11.004,40,21.26,06/08/2010 18.18.47
Barre,12.25,1694,1693.92,80.7,8,848,4121,158,9160,10.804,11,40,21.27,06/08/2010 18.19.38
Barre,12.25,1695,1694.89,91.4,11,848.2,4120,150,9941,10.789,10.998,40,21.29,06/08/2010 18.20.56
Barre,12.25,1696,1695.91,50.8,11,849.1,4131,142,8965,10.775,10.996,40,21.32,06/08/2010 18.22.28
Barre,12.25,1697,1696.91,76.7,8,849.1,4120,159,7310,10.792,10.996,40,21.34,06/08/2010 18.23.24
Barre,12.25,1698,1697.92,84.3,9,849.5,4142,155,8806,10.811,10.988,40,21.35,06/08/2010 18.24.21
Barre,12.25,1699,1698.93,92,9,849.3,4134,166,7836,10.876,10.99,40,21.37,06/08/2010 18.25.14
Barre,12.25,1700,1699.92,94.3,8,849,4127,165,7707,10.886,10.989,40,21.38,06/08/2010 18.25.53
Barre,12.25,1701,1700.93,86.3,10,849.6,4140,155,8812,10.91,10.961,40,21.39,06/08/2010 18.26.47
Barre,12.25,1702,1701.95,104.7,10,849.7,4158,154,8889,10.893,10.947,40,21.4,06/08/2010 18.27.27
Barre,12.25,1703,1702.92,128.1,10,850.1,4144,157,10386,10.848,10.953,40,21.41,06/08/2010 18.28.01
Barre,12.25,1704,1703.93,130,9,849.9,4136,168,9023,10.883,10.953,40,21.42,06/08/2010 18.28.30
Barre,12.25,1705,1704.92,166.8,6,849.7,4131,169,6625,10.874,10.946,40,21.43,06/08/2010 18.28.54
Barre,12.25,1706,1705.93,123.3,8,781.1,3699,168,8039,10.883,10.947,39,21.44,06/08/2010 18.29.25
Barre,12.25,1707,1706.92,128,8,754.9,3382,168,8616,10.888,10.943,38,21.44,06/08/2010 18.29.54
Barre,12.25,1708,1707.89,129.8,7,761.1,3479,120,6483,10.95,10.943,38,21.46,06/08/2010 18.50.25
Barre,12.25,1709,1708.91,107.4,9,765.6,3554,134,8795,10.944,10.94,38,21.47,06/08/2010 18.51.01
Barre,12.25,1710,1709.89,106.4,10,765.4,3556,144,9161,10.976,10.94,39,21.48,06/08/2010 18.51.39
Barre,12.25,1711,1710.9,116.4,10,766.2,3568,148,9213,10.955,10.941,39,21.49,06/08/2010 18.52.11
Barre,12.25,1712,1711.93,108.9,6,766.3,3558,150,5799,10.982,10.939,39,21.51,06/08/2010 18.53.17
Barre,12.25,1713,1712.92,125.9,10,766.1,3574,148,9315,11.028,10.938,39,21.52,06/08/2010 18.53.47
Barre,12.25,1714,1713.92,138.6,12,766.1,3580,146,12534,10.993,10.941,39,21.52,06/08/2010 18.54.17
Barre,12.25,1715,1714.95,147.2,10,766.3,3572,148,10000,10.992,10.937,39,21.53,06/08/2010 18.54.43
Barre,12.25,1716,1715.95,142.7,11,766,3574,148,10938,10.985,10.939,39,21.54,06/08/2010 18.55.10
Barre,12.25,1717,1716.92,122.4,11,766.2,3572,151,9558,11.009,10.936,39,21.55,06/08/2010 18.55.40
Barre,12.25,1718,1717.92,129.6,10,766.3,3574,156,9587,10.983,10.935,39,21.55,06/08/2010 18.56.09
Barre,12.25,1719,1718.91,131.8,12,766.3,3571,155,11228,10.975,10.931,39,21.56,06/08/2010 18.56.38
Barre,12.25,1720,1719.95,142.2,10,766.4,3571,156,10182,10.994,10.935,38,21.57,06/08/2010 18.57.04
Barre,12.25,1721,1720.95,144,10,766.2,3574,155,11023,10.975,10.936,39,21.58,06/08/2010 18.57.29
Barre,12.25,1722,1721.96,141.9,9,766.7,3579,156,9567,10.965,10.928,39,21.58,06/08/2010 18.57.55
Barre,12.25,1723,1722.91,158.5,9,766.5,3577,155,10073,10.946,10.935,39,21.59,06/08/2010 18.58.18
Barre,12.25,1724,1723.92,153.6,7,766.6,3573,154,9559,10.943,10.935,38,21.6,06/08/2010 18.58.43
Barre,12.25,1725,1724.95,162.4,11,765.9,3572,155,11029,10.932,10.935,38,21.6,06/08/2010 18.59.10
Barre,12.25,1726,1725.94,121.5,9,766.7,3580,156,9320,10.924,10.933,39,21.61,06/08/2010 18.59.40
Barre,12.25,1727,1726.93,119.2,7,766.5,3581,156,8065,10.882,10.935,39,21.62,06/08/2010 19.00.10
Barre,12.25,1728,1727.94,164,6,767.1,3584,156,7776,10.888,10.934,38,21.63,06/08/2010 19.00.37
Barre,12.25,1729,1728.92,132.7,5,767.3,3586,156,6826,10.897,10.934,38,21.64,06/08/2010 19.01.07
Barre,12.25,1730,1729.93,116.8,7,767.3,3585,157,7481,10.938,10.934,38,21.65,06/08/2010 19.01.54
Barre,12.25,1731,1730.91,132.8,10,767.8,3591,155,10083,10.925,10.929,38,21.66,06/08/2010 19.02.22
Barre,12.25,1732,1731.91,98.1,7,768.2,3591,157,7575,10.994,10.933,38,21.67,06/08/2010 19.02.59
Barre,12.25,1733,1732.92,97.2,6,768.4,3597,157,5677,10.931,10.933,38,21.68,06/08/2010 19.03.43
Barre,12.25,1734,1733.91,98.2,7,768.5,3595,157,6837,10.949,10.934,38,21.69,06/08/2010 19.04.21
Barre,12.25,1735,1734.92,82.1,8,769,3597,156,8029,10.983,10.935,38,21.7,06/08/2010 19.05.09
Barre,12.25,1736,1735.89,55.3,10,769.4,3597,156,8908,10.931,10.936,38,21.72,06/08/2010 19.06.17
Barre,12.25,1737,1736.89,83.7,6,783.8,3748,117,5953,10.911,10.924,39,21.75,06/08/2010 19.29.13
Barre,12.25,1738,1737.93,132.2,9,787.9,3788,153,8431,10.928,10.922,39,21.76,06/08/2010 19.29.57
Barre,12.25,1739,1738.92,144.7,11,787.9,3792,159,10918,10.954,10.926,40,21.77,06/08/2010 19.30.24
Barre,12.25,1740,1739.92,144.4,12,787.5,3797,163,12103,10.965,10.919,40,21.77,06/08/2010 19.30.54
Barre,12.25,1741,1740.92,121.7,11,788.5,3795,169,11346,10.923,10.923,40,21.78,06/08/2010 19.31.26
Barre,12.25,1742,1741.95,131.7,11,788.7,3802,169,10900,11.002,10.92,40,21.79,06/08/2010 19.31.57
Barre,12.25,1743,1742.93,129.7,10,788.4,3804,162,9426,10.94,10.922,40,21.8,06/08/2010 19.32.33
Barre,12.25,1744,1743.93,147.2,10,789,3808,158,9862,10.981,10.922,39,21.81,06/08/2010 19.32.59
Barre,12.25,1745,1744.92,156,10,789.5,3815,158,9384,10.921,10.922,39,21.82,06/08/2010 19.33.25
Barre,12.25,1746,1745.92,122.8,9,788.6,3808,164,8286,10.956,10.92,39,21.82,06/08/2010 19.33.56
Barre,12.25,1747,1746.92,122.2,9,790,3814,165,7176,10.972,10.922,39,21.84,06/08/2010 19.34.40
Barre,12.25,1748,1747.93,117,10,800.4,3894,165,7833,10.919,10.919,39,21.85,06/08/2010 19.35.17
Barre,12.25,1749,1748.95,156.1,10,804.3,3945,164,8873,10.957,10.921,39,21.85,06/08/2010 19.35.43
Barre,12.25,1750,1749.94,154.2,12,804.2,3952,166,10060,10.866,10.919,39,21.86,06/08/2010 19.36.08
Barre,12.25,1751,1750.92,149.3,11,804.2,3948,165,8520,10.939,10.919,40,21.87,06/08/2010 19.36.36
Barre,12.25,1752,1751.93,127.4,11,804.9,3955,153,8906,10.929,10.92,39,21.88,06/08/2010 19.37.06
Barre,12.25,1753,1752.94,135.5,11,804.4,3959,153,9132,10.937,10.919,39,21.89,06/08/2010 19.37.36
Barre,12.25,1754,1753.91,142.1,9,804.8,3960,154,7386,10.907,10.92,39,21.9,06/08/2010 19.38.20
Barre,12.25,1755,1754.92,117.9,9,805.6,3970,153,7503,10.882,10.919,39,21.91,06/08/2010 19.38.53
Barre,12.25,1756,1755.9,106.5,10,751.6,3621,141,7807,10.89,10.92,38,21.93,06/08/2010 19.54.08
Neo,12.25,1757,1756.91,80.2,11,759.7,3577,141,9934,10.874,10.918,39,21.95,06/08/2010 19.55.03
Neo,12.25,1758,1757.91,77.2,11,760.1,3581,141,10526,10.888,10.918,38,21.96,06/08/2010 19.55.52
Neo,12.25,1759,1758.91,76.6,11,760,3579,140,9416,10.882,10.918,38,21.98,06/08/2010 19.56.48
Neo,12.25,1760,1759.89,77.2,11,759.9,3582,141,9639,10.877,10.918,38,21.99,06/08/2010 19.57.39
Neo,12.25,1761,1760.9,77.2,10,760.3,3581,142,9239,10.877,10.919,38,22.01,06/08/2010 19.58.34
Neo,12.25,1762,1761.89,92.9,10,760.6,3588,142,9045,10.884,10.919,38,22.02,06/08/2010 19.59.28
Neo,12.25,1763,1762.91,69.5,10,760.6,3585,142,9051,10.89,10.919,38,22.04,06/08/2010 20.00.23
Neo,12.25,1764,1763.91,72.6,10,761.1,3587,141,8989,10.88,10.919,38,22.06,06/08/2010 20.01.39
Neo,12.25,1765,1764.89,80.1,10,761.2,3592,141,9985,10.892,10.92,38,22.07,06/08/2010 20.02.34
Neo,12.25,1766,1765.88,75.2,8,769.5,3673,132,7324,10.909,10.911,38,22.1,06/08/2010 20.21.53
Neo,12.25,1767,1766.88,90.3,10,774.3,3731,133,9798,10.94,10.911,39,22.12,06/08/2010 20.22.43
Neo,12.25,1768,1767.88,97.9,11,773.1,3724,133,10812,11.011,10.912,39,22.13,06/08/2010 20.23.34
Neo,12.25,1769,1768.88,89.1,12,773.3,3725,133,10650,10.98,10.91,39,22.15,06/08/2010 20.24.23
Neo,12.25,1770,1769.92,53,9,774.3,3725,155,7500,10.926,10.911,38,22.17,06/08/2010 20.26.07
Neo,12.25,1771,1770.92,84.5,10,775.3,3738,157,9480,10.881,10.911,38,22.19,06/08/2010 20.26.55
Neo,12.25,1772,1771.9,79.7,10,775.5,3732,158,8802,10.919,10.909,38,22.21,06/08/2010 20.28.01
Neo,12.25,1773,1772.9,84.5,11,775.8,3739,157,10535,10.92,10.91,39,22.22,06/08/2010 20.28.50
Neo,12.25,1774,1773.9,79.9,10,785.9,3812,158,8598,10.931,10.909,40,22.24,06/08/2010 20.29.47
Neo,12.25,1775,1774.88,75.3,10,792.7,3879,158,8807,10.929,10.909,40,22.25,06/08/2010 20.30.46
Neo,12.25,1776,1775.89,84.3,9,793.1,3880,159,8744,10.955,10.908,39,22.27,06/08/2010 20.31.49
Neo,12.25,1777,1776.88,79.2,8,793.3,3881,157,6982,10.92,10.908,39,22.29,06/08/2010 20.32.56
Neo,12.25,1778,1777.92,106,10,793.3,3878,163,9835,10.854,10.905,39,22.3,06/08/2010 20.33.32
Neo,12.25,1779,1778.91,81.4,10,793,3876,165,9301,10.92,10.906,39,22.31,06/08/2010 20.34.32
Neo,12.25,1780,1779.89,89.5,9,793.5,3879,165,9155,10.968,10.905,39,22.33,06/08/2010 20.35.18
Neo,12.25,1781,1780.9,84,9,793.2,3874,165,9098,10.933,10.906,39,22.34,06/08/2010 20.36.09
Neo,12.25,1782,1781.92,100.8,10,793.3,3882,165,10216,10.951,10.907,39,22.35,06/08/2010 20.36.49
Neo,12.25,1783,1782.89,96.9,10,793.1,3877,166,10284,10.954,10.906,39,22.37,06/08/2010 20.37.33
Neo,12.25,1784,1783.89,78.4,9,793.6,3879,166,8370,10.923,10.904,39,22.38,06/08/2010 20.38.25
Neo,12.25,1785,1784.91,84.1,9,793.7,3884,165,8688,10.945,10.903,39,22.39,06/08/2010 20.39.20
Neo,12.25,1786,1785.9,91.2,10,793.3,3892,165,9908,10.932,10.902,39,22.41,06/08/2010 20.40.01
Neo,12.25,1787,1786.92,89.1,11,793.7,3893,165,9971,10.917,10.904,39,22.42,06/08/2010 20.40.52
