Formation,TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb.ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Eren Shale,2204,2203.84,74.1,11,820.6,3845,191,10277,11,11.08,64,37.1,22/06/2010 03.48.45
Eren Shale,2205,2204.83,69.8,11,821.4,3849,191,10670,11,11.08,64,37.12,22/06/2010 03.49.43
Eren Shale,2206,2205.87,63.2,12,821.6,3854,190,12630,11,11.08,64,37.13,22/06/2010 03.50.45
Eren Shale,2207,2206.85,55,12,822.2,3858,191,10891,11,11.08,64,37.16,22/06/2010 03.52.08
Eren Shale,2208,2207.85,35.1,12,821.4,3855,191,8918,11,11.08,64,37.19,22/06/2010 03.54.02
Eren Shale,2209,2208.84,34,12,823,3865,191,8297,11,11.08,64,37.22,22/06/2010 03.56.02
Eren Shale,2210,2209.84,36.1,13,821.8,3856,191,8944,11,11.08,64,37.26,22/06/2010 03.58.08
Eren Shale,2211,2210.83,32.5,15,822.2,3861,190,11199,11,11.08,64,37.3,22/06/2010 04.00.27
Eren Shale,2212,2211.84,25.4,10,822.6,3859,191,7303,11,11.08,64,37.36,22/06/2010 04.04.20
Eren Shale,2213,2212.84,34.7,10,822.8,3863,191,8341,11,11.08,64,37.39,22/06/2010 04.06.09
Eren Shale,2214,2213.84,38.7,10,822.1,3854,192,7738,11,11.08,64,37.42,22/06/2010 04.07.56
Eren Shale,2215,2214.83,36.2,10,820.7,3847,191,7261,11,11.08,64,37.45,22/06/2010 04.09.40
Eren Shale,2216,2215.83,37.4,10,820.5,3846,191,7671,11,11.08,64,37.48,22/06/2010 04.11.21
Eren Shale,2217,2216.83,36.8,10,821.2,3851,191,7696,11,11.08,64,37.51,22/06/2010 04.13.32
Eren Shale,2218,2217.83,29.8,10,821.1,3848,192,7196,11,11.08,64,37.55,22/06/2010 04.15.46
Eren Shale,2219,2218.84,31.6,10,821.1,3852,192,7150,11,11.08,64,37.6,22/06/2010 04.18.32
Eren Shale,2220,2219.84,20.9,12,821.5,3855,191,8276,11,11.08,64,37.65,22/06/2010 04.21.54
Eren Shale,2221,2220.84,33.2,10,822.1,3860,191,7426,11,11.08,64,37.69,22/06/2010 04.24.09
Eren Shale,2222,2221.84,27.8,10,822.7,3864,191,6968,11,11.08,64,37.74,22/06/2010 04.26.50
Eren Shale,2223,2222.83,26.5,9,822.1,3859,192,6480,11,11.08,64,37.78,22/06/2010 04.29.14
Eren Shale,2224,2223.84,31.9,10,821.8,3860,192,6813,11,11.08,64,37.82,22/06/2010 04.31.37
Eren Shale,2225,2224.84,28.2,9,816.7,3816,161,5917,11,11.08,63,37.86,22/06/2010 04.53.48
Eren Shale,2226,2225.84,42.5,10,818.5,3817,188,9660,11,11.08,63,37.89,22/06/2010 04.55.20
Eren Shale,2227,2226.85,54.4,11,815.6,3787,188,10905,11,11.08,63,37.91,22/06/2010 04.56.36
Eren Shale,2228,2227.84,54,11,817.7,3809,188,11782,11,11.08,63,37.93,22/06/2010 04.57.44
Eren Shale,2229,2228.85,65.8,11,817.1,3801,188,11453,11,11.08,63,37.95,22/06/2010 04.58.51
Eren Shale,2230,2229.85,66.3,11,886.3,3801,188,11386,11,11.08,63,37.96,22/06/2010 04.59.48
Eren Shale,2231,2230.86,65.8,11,817.6,3803,188,11440,11,11.08,63,37.98,22/06/2010 05.00.49
Eren Shale,2232,2231.85,66.9,11,818,3803,188,11949,11,11.08,64,38,22/06/2010 05.01.45
Eren Shale,2233,2232.85,62.4,11,818.2,3806,188,11744,11,11.08,64,38.01,22/06/2010 05.02.46
Eren Shale,2234,2233.83,65.4,11,818.1,3808,189,11952,11,11.08,64,38.03,22/06/2010 05.03.42
Eren Shale,2235,2234.84,55.9,11,817.4,3800,189,10854,11,11.08,64,38.05,22/06/2010 05.04.50
Eren Shale,2236,2235.84,54.9,11,819.1,3813,188,11418,11,11.08,64,38.07,22/06/2010 05.05.58
Eren Shale,2237,2236.85,53.9,12,817.2,3799,188,12238,11,11.08,64,38.09,22/06/2010 05.07.13
Eren Shale,2238,2237.85,60.7,11,817.3,3799,189,11945,11,11.08,64,38.11,22/06/2010 05.08.17
Eren Shale,2239,2238.83,55.4,11,816,3785,191,10731,11,11.08,63,38.13,22/06/2010 05.09.37
Eren Shale,2240,2239.84,57.5,11,817,3789,189,10787,11,11.08,63,38.15,22/06/2010 05.11.04
Eren Shale,2241,2240.85,62.4,11,818.3,3802,188,12105,11,11.08,63,38.17,22/06/2010 05.12.04
Eren Shale,2242,2241.84,64.3,11,817.3,3799,188,12437,11,11.08,63,38.19,22/06/2010 05.13.04
Eren Shale,2243,2242.84,60.6,11,817.6,3799,189,12314,11,11.08,63,38.2,22/06/2010 05.14.06
Eren Shale,2244,2243.82,62.8,11,817.1,3795,189,11804,11,11.08,64,38.22,22/06/2010 05.15.12
Eren Shale,2245,2244.84,72.9,11,816.7,3795,189,11369,11,11.08,63,38.24,22/06/2010 05.16.06
Eren Shale,2246,2245.84,74.8,11,817.6,3802,189,11815,11,11.08,63,38.25,22/06/2010 05.17.00
Eren Shale,2247,2246.82,68.8,11,818,3808,189,12228,11,11.08,64,38.27,22/06/2010 05.17.57
Eren Shale,2248,2247.84,71,11,817.7,3802,188,12076,11,11.08,63,38.28,22/06/2010 05.18.50
Eren Shale,2249,2248.85,72.9,11,818,3803,189,12363,11,11.08,64,38.3,22/06/2010 05.19.45
Eren Shale,2250,2249.85,70.8,12,816.6,3792,189,12748,11,11.08,63,38.31,22/06/2010 05.20.39
Eren Shale,2251,2250.84,67.6,11,816.6,3788,189,11824,11,11.08,63,38.33,22/06/2010 05.21.35
Eren Shale,2252,2251.85,68.8,12,819.2,3803,189,12713,11,11.08,64,38.34,22/06/2010 05.22.32
Eren Shale,2253,2252.84,71.3,11,818.6,3801,171,11710,11,11.08,64,38.36,22/06/2010 05.35.48
Eren Shale,2254,2253.86,63.2,9,823.5,3847,191,10930,11,11.08,64,38.38,22/06/2010 05.36.57
Eren Shale,2255,2254.85,70.8,11,814.2,3767,192,9799,11,11.08,63,38.41,22/06/2010 05.38.49
Eren Shale,2256,2255.86,67.6,10,812.4,3751,193,11662,11,11.08,63,38.43,22/06/2010 05.39.49
Eren Shale,2257,2256.82,75.2,11,822.2,3808,193,12097,11,11.08,63,38.44,22/06/2010 05.40.44
Eren Shale,2258,2257.83,24.9,11,823.6,3845,185,8720,11,11.08,63,38.49,22/06/2010 05.57.43
Eren Shale,2259,2258.83,37.2,9,822.5,3850,186,8081,11,11.08,63,38.52,22/06/2010 05.59.37
Eren Shale,2260,2259.84,40,9,824.6,3862,186,8314,11,11.08,64,38.55,22/06/2010 06.01.14
Eren Shale,2261,2260.83,35.4,9,824.9,3878,186,8033,11,11.08,64,38.58,22/06/2010 06.03.08
Eren Shale,2262,2261.83,37.3,10,825.8,3883,187,8267,11,11.08,64,38.61,22/06/2010 06.05.01
Eren Shale,2263,2262.85,39,10,823.3,3869,183,9200,11,11.08,64,38.65,22/06/2010 06.11.50
Eren Shale,2264,2263.83,61.5,9,826.1,3899,185,9596,11,11.08,64,38.66,22/06/2010 06.12.55
Eren Shale,2265,2264.83,55.6,11,826.7,3901,184,10356,11,11.08,64,38.68,22/06/2010 06.14.11
Eren Shale,2266,2265.84,55.7,12,825.9,3896,186,10780,11,11.08,65,38.71,22/06/2010 06.15.46
Eren Shale,2267,2266.83,46.6,11,826.9,3897,186,10844,11,11.08,64,38.74,22/06/2010 06.17.13
Eren Shale,2268,2267.83,44.3,11,826.9,3897,186,10805,11,11.08,64,38.76,22/06/2010 06.18.45
Eren Shale,2269,2268.84,38.9,12,826.8,3892,192,10576,11,11.08,64,38.79,22/06/2010 06.20.35
Eren Shale,2270,2269.84,55.6,11,827.7,3900,190,10433,11,11.08,64,38.81,22/06/2010 06.21.50
Eren Shale,2271,2270.84,55.1,11,825.9,3889,192,10680,11,11.08,64,38.83,22/06/2010 06.23.11
Eren Shale,2272,2271.83,49.5,11,826.7,3893,193,10403,11,11.08,64,38.86,22/06/2010 06.24.36
Eren Shale,2273,2272.84,50.7,11,828.3,3902,193,10650,11,11.08,64,38.88,22/06/2010 06.26.00
Eren Shale,2274,2273.83,51.2,11,828,3900,193,11023,11,11.08,64,38.9,22/06/2010 06.27.11
Eren Shale,2275,2274.83,47.3,10,826.4,3892,193,9006,11,11.08,64,38.93,22/06/2010 06.29.04
Eren Shale,2276,2275.84,41.8,12,827.6,3894,193,10212,11,11.08,64,38.96,22/06/2010 06.30.51
Eren Shale,2277,2276.83,44.9,11,826.6,3890,193,10137,11,11.08,64,38.99,22/06/2010 06.32.23
Eren Shale,2278,2277.83,52.7,11,827.6,3897,193,10931,11,11.08,64,39.01,22/06/2010 06.33.37
Eren Shale,2279,2278.84,38.8,12,825.8,3881,193,9950,11,11.08,64,39.05,22/06/2010 06.35.56
Eren Shale,2280,2279.83,39.8,10,826.2,3883,193,8844,11,11.08,64,39.08,22/06/2010 06.37.40
Eren Shale,2281,2280.83,40.7,10,828.1,3894,194,9264,11,11.08,64,39.11,22/06/2010 06.39.25
Eren Shale,2282,2281.83,27.9,8,826.3,3715,161,5835,11,11.08,63,39.16,22/06/2010 07.07.02
Eren Shale,2283,2282.83,49,9,798.2,3703,151,7900,11,11.08,62,39.2,22/06/2010 07.09.47
Eren Shale,2284,2283.83,25.6,9,807.7,3779,151,7958,11,11.08,63,39.25,22/06/2010 07.12.55
Eren Shale,2285,2284.83,24.9,9,808.9,3785,151,8371,11,11.08,63,39.3,22/06/2010 07.15.33
Eren Shale,2286,2285.83,26.3,9,808.7,3779,152,8261,11,11.08,63,39.34,22/06/2010 07.17.59
Eren Shale,2287,2286.83,31,9,810,3787,152,8023,11,11.08,63,39.37,22/06/2010 07.20.13
Eren Shale,2288,2287.83,34.3,9,809.9,3777,151,8059,11,11.08,63,39.41,22/06/2010 07.22.19
Eren Shale,2289,2288.82,34.4,8,810.4,3780,152,5886,11,11.08,63,39.47,22/06/2010 07.25.46
Eren Shale,2290,2289.83,49.7,9,810.7,3774,163,8919,11,11.08,63,39.5,22/06/2010 07.27.41
Eren Shale,2291,2290.83,48.6,10,811.2,3768,190,10588,11,11.08,63,39.52,22/06/2010 07.29.02
Eren Shale,2292,2291.84,47.3,10,808.5,3751,192,11024,11,11.08,63,39.54,22/06/2010 07.30.23
Eren Shale,2293,2292.84,50.8,10,812.2,3772,193,10570,11,11.08,63,39.57,22/06/2010 07.31.42
Eren Shale,2294,2293.85,63.5,9,812.1,3772,193,9942,11,11.08,63,39.59,22/06/2010 07.32.59
Eren Shale,2295,2294.84,78.1,10,813.9,3781,193,10660,11,11.08,64,39.61,22/06/2010 07.34.23
Eren Shale,2296,2295.84,56.8,9,812.3,3773,194,10653,11,11.08,63,39.63,22/06/2010 07.35.35
Eren Shale,2297,2296.86,65.2,10,814.2,3784,194,11848,11,11.08,64,39.65,22/06/2010 07.36.35
Eren Shale,2298,2297.84,71.6,11,814.4,3790,193,12293,11,11.08,64,39.66,22/06/2010 07.37.36
Eren Shale,2299,2298.84,62.3,11,814.5,3788,193,11956,11,11.08,63,39.68,22/06/2010 07.38.48
Eren Shale,2300,2299.84,50.6,10,813.7,3783,193,10780,11,11.08,63,39.71,22/06/2010 07.40.11
Eren Shale,2301,2300.84,57.4,9,814.7,3792,194,10231,11,11.08,64,39.73,22/06/2010 07.41.22
Eren Shale,2302,2301.84,60.1,11,812.6,3771,193,12255,11,11.08,64,39.75,22/06/2010 07.42.28
Eren Shale,2303,2302.84,68.8,9,815.5,3791,197,10031,11,11.08,64,39.77,22/06/2010 07.43.48
Eren Shale,2304,2303.83,51.2,9,815.5,3795,197,8701,11,11.08,64,39.8,22/06/2010 07.45.50
Eren Shale,2305,2304.82,34.5,9,976.8,3809,196,8841,11,11.08,64,39.83,22/06/2010 07.47.41
Eren Shale,2306,2305.84,40.7,10,816.5,3796,196,9591,11,11.08,63,39.86,22/06/2010 07.49.15
Eren Shale,2307,2306.83,51,10,818,3816,196,9794,11,11.08,63,39.88,22/06/2010 07.50.34
Eren Shale,2308,2307.85,48.7,10,817,3808,196,10280,11,11.08,63,39.91,22/06/2010 07.52.02
Eren Shale,2309,2308.83,43,8,818.8,3820,197,6805,11,11.08,63,39.96,22/06/2010 07.55.15
Eren Shale,2310,2309.83,49.7,9,818.7,3819,193,9783,11,11.08,64,39.98,22/06/2010 07.56.33
Eren Shale,2311,2310.85,84,4,825.8,3899,166,3312,11,11.08,63,40.01,22/06/2010 08.14.26
Eren Shale,2312,2311.83,51.1,10,829.1,3914,189,10793,11,11.08,64,40.03,22/06/2010 08.15.44
Eren Shale,2313,2312.85,59.7,10,830.2,3928,190,11735,11,11.08,64,40.05,22/06/2010 08.16.54
Eren Shale,2314,2313.83,81.5,11,831.1,3948,189,12924,11,11.08,64,40.07,22/06/2010 08.17.52
Eren Shale,2315,2314.83,47,9,830,3934,191,9472,11,11.08,64,40.1,22/06/2010 08.19.51
Eren Shale,2316,2315.84,61.4,9,833.3,3946,190,10341,11,11.08,64,40.12,22/06/2010 08.21.00
Eren Shale,2317,2316.82,55.9,10,830.4,3918,190,11385,11,11.08,64,40.14,22/06/2010 08.22.18
Eren Shale,2318,2317.85,60.7,10,831.5,3922,190,11496,11,11.08,64,40.16,22/06/2010 08.23.25
Eren Shale,2319,2318.83,61,11,830.6,3914,191,12796,11,11.08,64,40.18,22/06/2010 08.24.34
Eren Shale,2320,2319.83,51.3,10,831,3915,191,12362,11,11.08,64,40.2,22/06/2010 08.25.52
Eren Shale,2321,2320.84,44.6,9,831.6,3918,191,10076,11,11.08,64,40.23,22/06/2010 08.27.30
Eren Shale,2322,2321.84,57.2,10,827.2,3890,191,10957,11,11.08,64,40.25,22/06/2010 08.28.52
Eren Shale,2323,2322.84,49.2,10,820.3,3824,191,11397,11,11.08,64,40.27,22/06/2010 08.30.11
Eren Shale,2324,2323.84,56.6,10,819.4,3823,191,11818,11,11.08,64,40.29,22/06/2010 08.31.20
Eren Shale,2325,2324.83,54.2,10,819.2,3819,191,10937,11,11.08,64,40.31,22/06/2010 08.32.39
Eren Shale,2326,2325.83,53.6,10,822.1,3838,191,12137,11,11.08,64,40.33,22/06/2010 08.33.54
Eren Shale,2327,2326.82,61.6,11,820.1,3829,190,12731,11,11.08,64,40.35,22/06/2010 08.34.58
Eren Shale,2328,2327.83,50.9,10,821.1,3830,192,11639,11,11.08,64,40.37,22/06/2010 08.36.17
Eren Shale,2329,2328.82,45.4,10,818.4,3804,193,11267,11,11.08,64,40.39,22/06/2010 08.37.39
Eren Shale,2330,2329.83,45.5,10,820.7,3825,193,10487,11,11.08,64,40.42,22/06/2010 08.39.03
Eren Shale,2331,2330.83,69.3,10,820.8,3820,192,11164,11,11.08,64,40.44,22/06/2010 08.40.14
Eren Shale,2332,2331.83,54.4,10,819.8,3813,193,11323,11,11.08,64,40.46,22/06/2010 08.41.38
Eren Shale,2333,2332.82,58.3,11,819.9,3808,192,12694,11,11.08,64,40.48,22/06/2010 08.42.40
Eren Shale,2334,2333.83,51.1,9,820.7,3813,193,10240,11,11.08,64,40.5,22/06/2010 08.44.08
Eren Shale,2335,2334.83,53,10,822.4,3826,192,11246,11,11.08,64,40.52,22/06/2010 08.45.21
Eren Shale,2336,2335.84,49.5,10,820.8,3816,193,11149,11,11.08,64,40.55,22/06/2010 08.46.38
Eren Shale,2337,2336.83,66.1,10,819,3803,192,13209,11,11.08,64,40.56,22/06/2010 08.47.36
Eren Shale,2338,2337.84,63.9,9,821.9,3825,193,10732,11,11.08,64,40.58,22/06/2010 08.48.52
Eren Shale,2339,2338.83,63.9,10,822,3824,193,11322,11,11.08,64,40.6,22/06/2010 08.49.51
Eren Shale,2340,2339.83,103.5,7,809.6,3712,172,7916,11,11.08,62,40.62,22/06/2010 09.04.13
Eren Shale,2341,2340.84,65.8,10,813.3,3770,188,13309,11,11.08,63,40.64,22/06/2010 09.05.23
Eren Shale,2342,2341.82,79.1,9,823.3,3867,189,12327,11,11.08,63,40.67,22/06/2010 09.07.01
Eren Shale,2343,2342.83,34,7,822.1,3865,191,7438,11,11.08,63,40.71,22/06/2010 09.10.12
Eren Shale,2344,2343.82,43.6,7,821,3861,193,8033,11,11.08,63,40.73,22/06/2010 09.11.53
Eren Shale,2345,2344.82,51.1,9,821.8,3866,193,11062,11,11.08,63,40.75,22/06/2010 09.13.14
Eren Shale,2346,2345.81,52.9,10,819.5,3853,193,11389,11,11.08,63,40.78,22/06/2010 09.14.36
Eren Shale,2347,2346.83,51.1,10,816.9,3839,193,11381,11,11.08,63,40.8,22/06/2010 09.16.02
Eren Shale,2348,2347.83,49.7,10,805.8,3737,193,12319,11,11.08,63,40.82,22/06/2010 09.17.20
Eren Shale,2349,2348.82,47.1,9,806.5,3741,194,9972,11,11.08,63,40.85,22/06/2010 09.19.10
Eren Shale,2350,2349.82,52.6,10,805.5,3737,194,11029,11,11.08,63,40.88,22/06/2010 09.20.37
Eren Shale,2351,2350.82,37.6,11,805.6,3738,194,9373,11,11.08,63,40.92,22/06/2010 09.23.04
Eren Shale,2352,2351.83,44.4,11,806.2,3751,194,11703,11,11.08,63,40.95,22/06/2010 09.24.36
Eren Shale,2353,2352.82,31.6,10,806.9,3751,194,9719,11,11.08,64,40.99,22/06/2010 09.27.25
Eren Shale,2354,2353.84,48,9,805.3,3743,194,10085,11,11.08,63,41.02,22/06/2010 09.28.55
Eren Shale,2355,2354.83,37,11,805.3,3743,193,10266,11,11.08,63,41.06,22/06/2010 09.31.25
Eren Shale,2356,2355.83,41.5,10,804.3,3730,193,9204,11,11.08,63,41.11,22/06/2010 09.34.40
Eren Shale,2357,2356.83,64.7,9,805.8,3747,193,11400,11,11.08,63,41.13,22/06/2010 09.35.40
Eren Shale,2358,2357.83,68.6,11,805.1,3733,193,12979,11,11.08,63,41.15,22/06/2010 09.36.45
Eren Shale,2359,2358.84,40.5,10,804.6,3731,193,10818,11,11.08,63,41.18,22/06/2010 09.38.49
Eren Shale,2360,2359.83,53.5,9,806.1,3742,193,9972,11,11.08,63,41.21,22/06/2010 09.40.34
Eren Shale,2361,2360.83,48.3,9,804.6,3730,193,10189,11,11.08,63,41.24,22/06/2010 09.42.19
Eren Shale,2362,2361.83,42.5,11,805.2,3733,193,11775,11,11.08,63,41.27,22/06/2010 09.43.51
Eren Shale,2363,2362.81,45.1,10,806.1,3738,193,11123,11,11.08,63,41.29,22/06/2010 09.45.19
Eren Shale,2364,2363.83,64,11,805.5,3735,193,11511,11,11.08,63,41.31,22/06/2010 09.46.28
Eren Shale,2365,2364.83,64.1,11,806.9,3747,174,12728,11,11.08,63,41.35,22/06/2010 09.48.51
Eren Shale,2366,2365.82,44.8,10,806.3,3733,193,11004,11,11.08,63,41.38,22/06/2010 09.50.34
Eren Shale,2367,2366.81,41,9,806.8,3738,193,10558,11,11.08,63,41.41,22/06/2010 09.52.18
Eren Shale,2368,2367.85,39.8,9,801,3652,180,9421,11,11.08,62,41.45,22/06/2010 10.08.48
Eren Shale,2369,2368.84,113.9,8,817.7,3827,191,12243,11,11.08,63,41.47,22/06/2010 10.09.34
Eren Shale,2370,2369.82,30.7,8,816.7,3832,193,9109,11,11.08,63,41.51,22/06/2010 10.12.16
Eren Shale,2371,2370.82,43.4,9,815.7,3827,193,9974,11,11.08,63,41.54,22/06/2010 10.14.09
Eren Shale,2372,2371.81,32,9,815.6,3825,194,9546,11,11.08,64,41.58,22/06/2010 10.16.24
Eren Shale,2373,2372.83,48.4,8,816.4,3819,195,8922,11,11.08,63,41.62,22/06/2010 10.22.09
Eren Shale,2374,2373.82,42.4,10,815.9,3812,197,10471,11,11.08,63,41.66,22/06/2010 10.24.06
Eren Shale,2375,2374.82,47.2,10,817.5,3824,197,12909,11,11.08,63,41.68,22/06/2010 10.25.24
Eren Shale,2376,2375.81,48.7,9,817.5,3829,198,11981,11,11.08,63,41.7,22/06/2010 10.26.41
Eren Shale,2377,2376.82,54,9,815.2,3809,197,12400,11,11.08,63,41.72,22/06/2010 10.27.55
Eren Shale,2378,2377.82,48.4,9,816.8,3822,198,11666,11,11.08,64,41.74,22/06/2010 10.29.14
Eren Shale,2379,2378.83,48.9,10,816.7,3824,198,11203,11,11.08,64,41.77,22/06/2010 10.30.44
Eren Shale,2380,2379.82,52.2,9,816.1,3819,198,10990,11,11.08,63,41.79,22/06/2010 10.32.12
Eren Shale,2381,2380.82,40.4,10,816.7,3827,198,9387,11,11.08,63,41.82,22/06/2010 10.33.51
Eren Shale,2382,2381.8,40.3,10,817.5,3828,198,9649,11,11.08,64,41.85,22/06/2010 10.35.28
Eren Shale,2383,2382.81,40.7,11,816.7,3829,198,9428,11,11.08,63,41.88,22/06/2010 10.37.22
Eren Shale,2384,2383.82,33.7,11,816.3,3825,198,9505,11,11.08,63,41.91,22/06/2010 10.39.27
Eren Shale,2385,2384.8,34.2,11,817.5,3838,198,9349,11,11.08,63,41.95,22/06/2010 10.41.44
Eren Shale,2386,2385.81,54.7,11,817.4,3841,197,10935,11,11.08,64,41.98,22/06/2010 10.43.24
Eren Shale,2387,2386.82,39.1,12,818.4,3846,198,10832,11,11.08,63,42.01,22/06/2010 10.45.06
Eren Shale,2388,2387.82,43.8,12,815.8,3828,197,13066,11,11.08,63,42.03,22/06/2010 10.46.45
Eren Shale,2389,2388.82,58.3,12,815.3,3825,197,14295,11,11.08,64,42.06,22/06/2010 10.48.18
Eren Shale,2390,2389.81,62.5,11,817.1,3836,198,12506,11,11.08,64,42.09,22/06/2010 10.50.06
Eren Shale,2391,2390.82,46.1,12,814.9,3818,197,11981,11,11.08,63,42.12,22/06/2010 10.51.48
Eren Shale,2392,2391.82,46.2,9,815.2,3820,197,10822,11,11.08,63,42.14,22/06/2010 10.53.26
Eren Shale,2393,2392.82,51,10,815.8,3828,197,12363,11,11.08,63,42.17,22/06/2010 10.54.41
Eren Shale,2394,2393.82,54,9,815.6,3827,198,10485,11,11.08,63,42.2,22/06/2010 10.56.30
Eren Shale,2395,2394.82,47.4,10,815.6,3820,199,11624,11,11.08,63,42.23,22/06/2010 10.58.20
Eren Shale,2396,2395.81,47.5,8,815,3821,198,10125,11,11.08,63,42.26,22/06/2010 11.00.16
Eren Shale,2397,2396.81,35.9,8,818.1,3850,181,7546,11,11.08,63,42.29,22/06/2010 11.17.28
Eren Shale,2398,2397.83,44,11,819.3,3885,186,11101,11,11.08,63,42.33,22/06/2010 11.19.55
Eren Shale,2399,2398.81,65.8,9,818.9,3884,190,10380,11,11.08,63,42.36,22/06/2010 11.21.28
Eren Shale,2400,2399.81,38.4,20,817,3852,195,9623,11,11.08,63,42.44,22/06/2010 11.26.04
Eren Shale,2401,2400.82,54.7,20,817.9,3839,198,13220,11,11.08,63,42.46,22/06/2010 11.27.39
Eren Shale,2402,2401.81,61.4,17,817.7,3832,196,11188,11,11.08,63,42.5,22/06/2010 11.29.43
Eren Shale,2403,2402.82,62.8,18,815.7,3813,193,11537,11,11.08,63,42.54,22/06/2010 11.32.07
Eren Shale,2404,2403.84,66.5,19,816.1,3818,198,13188,11,11.08,63,42.56,22/06/2010 11.33.24
Eren Shale,2405,2404.81,59.7,20,816,3819,196,14878,11,11.08,63,42.59,22/06/2010 11.34.59
Eren Shale,2406,2405.82,57.5,18,816.2,3816,196,14083,11,11.08,63,42.61,22/06/2010 11.36.28
Eren Shale,2407,2406.81,54.1,17,816.2,3825,191,11120,11,11.08,63,42.64,22/06/2010 11.39.08
Eren Shale,2408,2407.82,49.3,18,817.4,3829,198,10887,11,11.08,63,42.68,22/06/2010 11.41.36
Eren Shale,2409,2408.8,21.7,15,816.5,3826,188,8323,11,11.08,63,42.75,22/06/2010 11.47.02
Eren Shale,2410,2409.8,31.5,16,816.7,3828,194,7957,11,11.08,64,42.81,22/06/2010 11.51.00
Eren Shale,2411,2410.81,21.1,14,817.8,3833,195,6987,11,11.08,63,42.87,22/06/2010 11.54.31
Eren Shale,2412,2411.81,24.7,15,818.3,3840,195,8029,11,11.08,63,42.92,22/06/2010 11.57.16
Eren Shale,2413,2412.81,27.8,15,818.5,3846,194,8486,11,11.08,64,42.96,22/06/2010 11.59.39
Eren Shale,2414,2413.81,35.1,16,817.2,3833,195,10144,11,11.08,63,42.99,22/06/2010 12.01.35
Eren Shale,2415,2414.81,46.7,15,818,3843,194,10020,11,11.08,63,43.02,22/06/2010 12.03.21
Eren Shale,2416,2415.81,26.5,15,816.6,3836,195,7454,11,11.08,63,43.08,22/06/2010 12.07.03
Eren Shale,2417,2416.8,37.3,16,816.8,3839,195,7022,11,11.08,63,43.14,22/06/2010 12.10.28
Eren Shale,2418,2417.82,40.8,16,817.8,3844,194,9992,11,11.08,63,43.19,22/06/2010 12.13.51
Eren Shale,2419,2418.81,46.1,16,816.1,3834,192,8759,11,11.08,63,43.24,22/06/2010 12.16.46
Eren Shale,2420,2419.8,37.9,15,816.5,3836,192,7295,11,11.08,63,43.32,22/06/2010 12.21.19
Eren Shale,2421,2420.81,15.7,15,816.7,3838,188,6221,11,11.08,63,43.41,22/06/2010 12.26.48
Eren Shale,2422,2421.8,24.3,16,818.4,3855,192,7867,11,11.08,63,43.46,22/06/2010 12.30.06
Eren Shale,2423,2422.81,39,15,818.4,3853,190,7502,11,11.08,63,43.52,22/06/2010 12.33.21
Eren Shale,2424,2423.8,47.1,15,818.6,3856,190,8895,11,11.08,63,43.55,22/06/2010 12.35.02
Eren Shale,2425,2424.82,16.1,14,780.1,3591,173,5633,11,11.08,61,43.66,22/06/2010 13.12.05
Eren Shale,2426,2425.8,47.3,15,811,3798,198,8367,11,11.08,63,43.7,22/06/2010 13.14.03
Eren Shale,2427,2426.8,33,17,811.1,3796,198,10329,11,11.08,62,43.74,22/06/2010 13.16.41
Eren Shale,2428,2427.81,34.5,17,810.4,3794,198,10412,11,11.08,63,43.77,22/06/2010 13.18.46
Eren Shale,2429,2428.8,30.8,17,812.4,3804,197,8901,11,11.08,63,43.85,22/06/2010 13.25.10
Eren Shale,2430,2429.81,28,17,813.1,3809,198,9703,11,11.08,63,43.89,22/06/2010 13.27.52
Eren Shale,2431,2430.8,24.2,16,814.5,3822,192,8446,11,11.08,63,43.96,22/06/2010 13.31.44
Eren Shale,2432,2431.8,18.3,14,816.7,3842,189,6148,11,11.08,63,44.05,22/06/2010 13.37.05
Eren Shale,2433,2432.81,33.2,14,816.4,3844,196,7974,11,11.08,63,44.08,22/06/2010 13.39.08
Eren Shale,2434,2433.81,39,16,817.4,3853,196,9619,11,11.08,63,44.12,22/06/2010 13.41.11
Eren Shale,2435,2434.81,39.4,14,817.7,3855,196,7707,11,11.08,63,44.17,22/06/2010 13.44.33
Eren Shale,2436,2435.81,35.4,17,818.6,3867,196,8124,11,11.08,63,44.23,22/06/2010 13.47.56
Eren Shale,2437,2436.8,20.7,14,817.8,3861,194,7077,11,11.08,63,44.29,22/06/2010 13.51.33
Eren Shale,2438,2437.8,22.3,16,819.1,3874,192,7203,11,11.08,63,44.38,22/06/2010 13.56.44
Eren Shale,2439,2438.8,23.4,17,819.9,3885,191,7029,11,11.08,63,44.45,22/06/2010 14.00.56
Eren Shale,2440,2439.8,16.7,19,819.9,3882,189,8299,11,11.08,63,44.55,22/06/2010 14.06.53
Eren Shale,2441,2440.8,24.1,15,821.3,3894,188,7255,11,11.08,63,44.61,22/06/2010 14.10.31
Mikasa Anhydrite,2442,2441.8,14,20,821.3,3896,188,7650,11,11.08,63,44.72,22/06/2010 14.17.19
Mikasa Anhydrite,2443,2442.8,8.1,22,820.7,3885,184,8737,11,11.08,63,44.83,22/06/2010 14.23.52
Mikasa Anhydrite,2444,2443.81,33.8,19,821.5,3887,181,10828,11,11.08,63,44.9,22/06/2010 14.27.58
