Formation,TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb.ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Barre,1450,1449.94,61.9,4,771.7,2764,152,5008,11,10.9,61,21.45,20/06/2010 23.30.31
Barre,1451,1450.92,52.3,4,772.6,2770,152,4050,11,10.9,61,21.48,20/06/2010 23.31.49
Barre,1452,1451.93,50.5,4,771.8,2761,152,4884,11,10.9,61,21.5,20/06/2010 23.33.07
Barre,1453,1452.93,53.8,5,774.1,2775,152,5428,11,10.9,61,21.52,20/06/2010 23.34.24
Barre,1454,1453.93,45.7,4,775.3,2778,152,4664,11,10.9,61,21.54,20/06/2010 23.35.47
Barre,1455,1454.92,52.4,5,774.6,2773,152,4919,11,10.9,61,21.57,20/06/2010 23.37.09
Barre,1456,1455.93,52.1,4,775.9,2780,153,4415,11,10.9,61,21.59,20/06/2010 23.38.26
Barre,1457,1456.92,46.6,4,775.5,2778,152,4719,11,10.9,61,21.61,20/06/2010 23.39.53
Barre,1458,1457.92,43.2,5,776.6,2784,152,4536,11,10.9,61,21.64,20/06/2010 23.41.22
Barre,1459,1458.92,42.9,5,777.3,2790,152,4733,11,10.9,61,21.66,20/06/2010 23.42.53
Barre,1460,1459.93,43.9,4,779.1,2801,152,4095,11,10.9,61,21.7,20/06/2010 23.45.00
Barre,1461,1460.93,47.4,5,777.5,2792,152,5316,11,10.9,61,21.72,20/06/2010 23.46.20
Barre,1462,1461.93,50.3,5,779,2803,152,5646,11,10.9,62,21.74,20/06/2010 23.47.38
Barre,1463,1462.93,50.2,5,779.2,2803,152,5763,11,10.9,62,21.76,20/06/2010 23.48.56
Barre,1464,1463.93,55.2,5,779.2,2805,152,5377,11,10.9,62,21.78,20/06/2010 23.50.08
Barre,1465,1464.92,40,4,781.4,2818,152,4506,11,10.9,62,21.81,20/06/2010 23.55.38
Barre,1466,1465.91,42.9,5,782.1,2828,152,5140,11,10.9,62,21.84,20/06/2010 23.57.19
Barre,1467,1466.93,40.8,5,780.4,2815,151,3905,11,10.9,62,21.88,20/06/2010 23.59.24
Barre,1468,1467.91,36.1,5,782.6,2825,150,4292,11,10.9,62,21.91,21/06/2010 00.01.16
Barre,1469,1468.91,32,5,783.4,2829,150,5186,11,10.9,62,21.94,21/06/2010 00.03.21
Barre,1470,1469.93,49.2,4,783.3,2826,150,4649,11,10.9,62,21.98,21/06/2010 00.05.37
Barre,1471,1470.94,51,4,784.1,2831,150,5044,11,10.9,63,22,21/06/2010 00.06.52
Barre,1472,1471.93,42.5,5,783.7,2827,150,5333,11,10.9,62,22.03,21/06/2010 00.08.23
Barre,1473,1472.92,50.5,5,783,2820,150,5302,11,10.9,62,22.05,21/06/2010 00.09.44
Barre,1474,1473.93,36.3,4,784,2826,152,3611,11,10.9,62,22.08,21/06/2010 00.11.34
Barre,1475,1474.92,47.9,4,784.2,2829,152,5057,11,10.9,63,22.1,21/06/2010 00.12.52
Barre,1476,1475.93,53.8,4,783.8,2829,152,5534,11,10.9,63,22.12,21/06/2010 00.14.02
Barre,1477,1476.91,71.7,3,679.2,2813,113,3061,11,11.009,62,22.15,21/06/2010 02.02.23
Barre,1478,1477.93,37.4,2,789.7,2798,151,5139,11,11.08,61,22.18,21/06/2010 02.04.31
Barre,1479,1478.94,61.9,3,797.3,2809,153,5801,11,11.08,61,22.2,21/06/2010 02.05.31
Barre,1480,1479.95,66.8,7,796.2,2800,153,5770,11,11.08,61,22.22,21/06/2010 02.06.35
Barre,1481,1480.95,77.6,8,792.6,2814,153,6313,11,11.08,62,22.23,21/06/2010 02.07.24
Barre,1482,1481.94,72.1,8,779.2,2810,153,6465,11,11.08,61,22.25,21/06/2010 02.08.18
Barre,1483,1482.94,65.1,8,779.3,2812,153,6498,11,11.08,61,22.26,21/06/2010 02.09.15
Barre,1484,1483.94,68.2,8,779.6,2818,153,7073,11,11.08,62,22.28,21/06/2010 02.10.12
Barre,1485,1484.93,67.4,7,779.6,2816,153,5726,11,11.08,62,22.29,21/06/2010 02.11.06
Barre,1486,1485.93,68.1,7,779.5,2816,154,5815,11,11.08,62,22.31,21/06/2010 02.12.02
Barre,1487,1486.92,65.1,8,779.6,2823,153,6215,11,11.08,62,22.33,21/06/2010 02.13.00
Barre,1488,1487.93,61.7,8,780.4,2826,152,6389,11,11.08,62,22.34,21/06/2010 02.14.03
Barre,1489,1488.93,67.7,8,779.1,2824,151,6885,11,11.08,62,22.36,21/06/2010 02.15.00
Barre,1490,1489.94,69,8,779.9,2826,151,6696,11,11.08,62,22.37,21/06/2010 02.15.56
Barre,1491,1490.93,73.2,8,779.6,2830,152,6358,11,11.08,62,22.39,21/06/2010 02.16.46
Barre,1492,1491.94,70.8,8,781.8,2841,152,7137,11,11.08,62,22.4,21/06/2010 02.17.39
Barre,1493,1492.92,69.5,8,781,2840,151,6789,11,11.08,62,22.42,21/06/2010 02.18.52
Barre,1494,1493.93,56.3,8,778.9,2823,151,6147,11,11.08,61,22.44,21/06/2010 02.20.05
Barre,1495,1494.93,46.4,8,779.6,2830,151,5128,11,11.08,61,22.47,21/06/2010 02.21.30
Barre,1496,1495.93,44.4,8,781.4,2843,151,5510,11,11.08,61,22.49,21/06/2010 02.22.57
Barre,1497,1496.93,53.5,8,780.9,2843,151,5897,11,11.08,61,22.51,21/06/2010 02.24.08
Barre,1498,1497.91,55.4,8,780.7,2843,151,6232,11,11.08,62,22.53,21/06/2010 02.25.14
Barre,1499,1498.93,60.6,8,780.8,2846,152,6202,11,11.08,62,22.55,21/06/2010 02.26.18
Barre,1500,1499.93,58.5,8,780.5,2844,152,6024,11,11.08,62,22.57,21/06/2010 02.27.21
Barre,1501,1500.94,65,8,780.7,2847,151,6357,11,11.08,62,22.58,21/06/2010 02.28.21
Barre,1502,1501.94,80.8,8,779.6,2846,150,7658,11,11.08,62,22.6,21/06/2010 02.29.09
Barre,1503,1502.94,82.2,9,782.2,2864,151,7807,11,11.08,62,22.61,21/06/2010 02.29.54
Barre,1504,1503.93,74.4,9,781.9,2863,151,6966,11,11.08,62,22.62,21/06/2010 02.30.42
Barre,1505,1504.94,77,9,781.4,2861,151,7424,11,11.08,62,22.63,21/06/2010 02.31.30
Barre,1506,1505.93,69,6,779.8,2863,132,4598,11,11.08,62,22.66,21/06/2010 02.52.26
Barre,1507,1506.94,70.1,8,780,2868,151,7078,11,11.08,62,22.68,21/06/2010 02.53.20
Barre,1508,1507.95,69.7,8,778.8,2863,151,7182,11,11.08,62,22.69,21/06/2010 02.54.15
Barre,1509,1508.94,76.6,8,780.1,2865,150,7415,11,11.08,62,22.71,21/06/2010 02.55.04
Barre,1510,1509.91,81.4,8,779.5,2857,151,7422,11,11.08,62,22.72,21/06/2010 02.55.51
Barre,1511,1510.93,70.2,8,780.4,2864,150,7619,11,11.08,62,22.73,21/06/2010 02.56.50
Barre,1512,1511.92,63.2,8,779.7,2859,151,6970,11,11.08,62,22.75,21/06/2010 02.58.01
Barre,1513,1512.93,67.8,8,780.3,2857,151,7060,11,11.08,62,22.77,21/06/2010 02.59.02
Barre,1514,1513.91,65.4,8,780.9,2860,152,7466,11,11.08,62,22.79,21/06/2010 03.00.01
Barre,1515,1514.93,70.7,8,778.6,2851,151,7455,11,11.08,62,22.8,21/06/2010 03.00.54
Barre,1516,1515.91,66.1,8,781.4,2864,150,8077,11,11.08,62,22.82,21/06/2010 03.01.55
Barre,1517,1516.94,55.2,8,781.1,2861,151,7066,11,11.08,62,22.84,21/06/2010 03.03.09
Barre,1518,1517.93,64.5,8,781.8,2865,151,7496,11,11.08,62,22.86,21/06/2010 03.04.06
Barre,1519,1518.94,66.2,8,781.1,2866,151,7722,11,11.08,62,22.87,21/06/2010 03.05.02
Barre,1520,1519.93,66.7,9,780.5,2861,151,7746,11,11.08,62,22.89,21/06/2010 03.05.56
Barre,1521,1520.93,68.1,8,782,2868,151,7776,11,11.08,62,22.9,21/06/2010 03.06.51
Barre,1522,1521.93,66.1,8,781.8,2870,151,7975,11,11.08,62,22.92,21/06/2010 03.07.46
Barre,1523,1522.94,67.9,8,781.5,2865,151,7505,11,11.08,62,22.93,21/06/2010 03.08.42
Barre,1524,1523.94,66.1,8,781.2,2863,151,7355,11,11.08,62,22.95,21/06/2010 03.09.37
Barre,1525,1524.91,70.1,8,782.4,2875,151,7768,11,11.08,62,22.96,21/06/2010 03.10.29
Barre,1526,1525.94,68.2,9,783.3,2874,151,8192,11,11.08,63,22.98,21/06/2010 03.11.23
Barre,1527,1526.91,61,9,782.8,2874,151,7951,11,11.08,62,22.99,21/06/2010 03.12.24
Barre,1528,1527.91,66.9,8,782.4,2873,151,7879,11,11.08,62,23.01,21/06/2010 03.13.19
Barre,1529,1528.95,71.8,8,782.1,2872,151,7502,11,11.08,62,23.02,21/06/2010 03.14.11
Barre,1530,1529.94,72.1,8,781.9,2869,150,7610,11,11.08,62,23.04,21/06/2010 03.15.02
Barre,1531,1530.93,71.3,8,781.8,2869,151,7856,11,11.08,62,23.05,21/06/2010 03.15.59
Barre,1532,1531.93,56.8,8,781.7,2872,151,6207,11,11.08,62,23.07,21/06/2010 03.17.05
Barre,1533,1532.93,53.4,8,782.1,2870,151,6769,11,11.08,62,23.09,21/06/2010 03.18.13
Barre,1534,1533.91,53.3,7,783.2,2890,134,4175,11,11.08,62,23.12,21/06/2010 03.31.40
Barre,1535,1534.93,75.4,8,784.3,2908,155,7002,11,11.08,62,23.14,21/06/2010 03.32.59
Barre,1536,1535.92,73.6,9,783.4,2908,158,7172,11,11.08,62,23.15,21/06/2010 03.33.54
Barre,1537,1536.94,74.5,9,783.6,2913,158,7871,11,11.08,62,23.17,21/06/2010 03.34.48
Barre,1538,1537.93,52.8,10,784.8,2916,158,8735,11,11.08,62,23.19,21/06/2010 03.35.57
Barre,1539,1538.94,55.6,10,785,2916,158,8348,11,11.08,62,23.21,21/06/2010 03.37.04
Barre,1540,1539.93,72.7,10,785.6,2920,158,8139,11,11.08,62,23.22,21/06/2010 03.37.59
Barre,1541,1540.95,72.1,9,784.8,2915,158,7878,11,11.08,62,23.24,21/06/2010 03.38.51
Barre,1542,1541.93,74.3,9,785,2921,158,8048,11,11.08,62,23.25,21/06/2010 03.39.40
Barre,1543,1542.94,78.2,9,785.5,2921,158,7950,11,11.08,62,23.26,21/06/2010 03.40.28
Barre,1544,1543.92,76,8,784.9,2920,158,6603,11,11.08,62,23.28,21/06/2010 03.41.33
Barre,1545,1544.94,71.6,9,785.9,2920,158,7297,11,11.08,62,23.3,21/06/2010 03.42.27
Barre,1546,1545.94,69.5,9,785.3,2925,158,7654,11,11.08,62,23.31,21/06/2010 03.43.20
Barre,1547,1546.95,77.3,9,786.2,2926,158,8673,11,11.08,63,23.32,21/06/2010 03.44.09
Barre,1548,1547.94,77.8,9,785.4,2928,158,8384,11,11.08,62,23.34,21/06/2010 03.44.55
Barre,1549,1548.93,75.4,9,786.3,2926,158,8289,11,11.08,62,23.35,21/06/2010 03.45.43
Barre,1550,1549.94,75.3,9,787.5,2939,158,8139,11,11.08,62,23.36,21/06/2010 03.46.32
Barre,1551,1550.92,75.8,9,785.3,2922,158,7636,11,11.08,62,23.38,21/06/2010 03.47.41
Barre,1552,1551.94,55.7,8,785.5,2918,159,5599,11,11.08,62,23.4,21/06/2010 03.48.50
Barre,1553,1552.91,70.5,9,786.9,2927,158,7073,11,11.08,62,23.42,21/06/2010 03.49.47
Barre,1554,1553.95,77.5,9,785.3,2922,158,7574,11,11.08,62,23.43,21/06/2010 03.50.35
Barre,1555,1554.93,77.6,9,785.8,2921,158,7648,11,11.08,62,23.44,21/06/2010 03.51.21
Barre,1556,1555.95,77.7,9,784.9,2921,158,7850,11,11.08,63,23.46,21/06/2010 03.52.08
Barre,1557,1556.93,78.8,9,787.4,2926,158,7658,11,11.08,62,23.47,21/06/2010 03.52.54
Barre,1558,1557.93,81.6,9,787.4,2932,158,7917,11,11.08,62,23.48,21/06/2010 03.53.40
Barre,1559,1558.91,78.1,9,786.3,2926,158,8086,11,11.08,62,23.5,21/06/2010 03.54.27
Barre,1560,1559.93,77.5,9,786,2922,158,7877,11,11.08,62,23.51,21/06/2010 03.55.17
Barre,1561,1560.93,68.2,8,786.9,2928,159,6918,11,11.08,63,23.53,21/06/2010 03.56.12
Barre,1562,1561.93,53.3,8,783.8,2910,145,5728,11,11.08,62,23.55,21/06/2010 04.12.13
Barre,1563,1562.91,59.7,6,778.4,2892,145,4913,11,11.08,62,23.57,21/06/2010 04.13.22
Barre,1564,1563.92,60.7,8,776.1,2876,158,7158,11,11.08,62,23.58,21/06/2010 04.14.24
Barre,1565,1564.93,56.6,8,776.3,2875,158,6681,11,11.08,62,23.6,21/06/2010 04.15.32
Barre,1566,1565.92,55,7,778.7,2884,159,5409,11,11.08,62,23.63,21/06/2010 04.16.54
Barre,1567,1566.92,60.5,7,775.5,2866,158,5651,11,11.08,62,23.64,21/06/2010 04.18.02
Barre,1568,1567.93,59.5,8,777,2874,156,6580,11,11.08,62,23.66,21/06/2010 04.19.03
Barre,1569,1568.92,64.4,8,775.7,2867,156,6920,11,11.08,62,23.68,21/06/2010 04.20.01
Barre,1570,1569.94,66.7,8,779,2883,156,6891,11,11.08,62,23.69,21/06/2010 04.20.58
Barre,1571,1570.91,67.3,8,777.5,2878,156,6949,11,11.08,62,23.71,21/06/2010 04.21.54
Barre,1572,1571.92,59,7,775.9,2867,156,6059,11,11.08,62,23.73,21/06/2010 04.22.58
Barre,1573,1572.92,56.1,7,777.1,2873,156,6099,11,11.08,62,23.75,21/06/2010 04.24.06
Barre,1574,1573.94,60.7,7,777.2,2874,156,6454,11,11.08,62,23.76,21/06/2010 04.25.10
Barre,1575,1574.94,58.9,8,779.4,2884,156,7321,11,11.08,62,23.78,21/06/2010 04.26.13
Barre,1576,1575.92,64,8,776.3,2871,156,7037,11,11.08,62,23.8,21/06/2010 04.27.12
Barre,1577,1576.94,67.7,8,777.4,2876,156,6914,11,11.08,62,23.81,21/06/2010 04.28.09
Barre,1578,1577.93,76.9,8,775.5,2862,156,7018,11,11.08,62,23.83,21/06/2010 04.29.02
Barre,1579,1578.91,67.7,8,778.3,2875,156,7272,11,11.08,62,23.84,21/06/2010 04.30.00
Barre,1580,1579.93,62.7,8,776.3,2869,157,7464,11,11.08,62,23.86,21/06/2010 04.30.59
Barre,1581,1580.93,67,7,778.2,2872,158,5483,11,11.08,62,23.88,21/06/2010 04.31.55
Barre,1582,1581.91,64.4,7,777.8,2874,155,5548,11,11.08,62,23.9,21/06/2010 04.37.22
Barre,1583,1582.93,67.3,7,777,2857,158,6722,11,11.08,62,23.91,21/06/2010 04.38.19
Barre,1584,1583.93,73.9,8,777.3,2859,158,7113,11,11.08,62,23.93,21/06/2010 04.39.14
Barre,1585,1584.94,66.2,8,778.1,2861,158,7525,11,11.08,62,23.95,21/06/2010 04.40.11
Barre,1586,1585.93,67.8,8,777.5,2860,158,7310,11,11.08,62,23.96,21/06/2010 04.41.05
Barre,1587,1586.93,64.6,8,777,2857,158,7466,11,11.08,62,23.98,21/06/2010 04.42.03
Barre,1588,1587.93,61.7,8,778,2865,158,7247,11,11.08,62,23.99,21/06/2010 04.43.02
Barre,1589,1588.94,59.2,8,777.8,2869,158,6490,11,11.08,62,24.01,21/06/2010 04.44.07
Barre,1590,1589.93,50.7,8,776.2,2860,158,6643,11,11.08,61,24.03,21/06/2010 04.45.23
Barre,1591,1590.95,52.6,8,778.9,2860,151,5769,11,11.08,61,24.06,21/06/2010 05.00.00
Barre,1592,1591.93,46,6,776.1,2869,155,4113,11,11.08,61,24.09,21/06/2010 05.01.48
Barre,1593,1592.91,37.6,8,775.4,2871,152,4866,11,11.08,61,24.12,21/06/2010 05.03.36
Barre,1594,1593.92,40.9,8,775.3,2867,140,5357,11,11.08,61,24.15,21/06/2010 05.05.16
Barre,1595,1594.93,45.2,9,778,2870,149,6268,11,11.08,62,24.17,21/06/2010 05.06.54
Barre,1596,1595.92,51.6,8,776,2837,158,6337,11,11.08,61,24.2,21/06/2010 05.08.19
Barre,1597,1596.93,47.4,7,774.9,2863,148,5427,11,11.08,62,24.22,21/06/2010 05.18.53
Barre,1598,1597.92,67,8,775.5,2868,148,6759,11,11.08,62,24.24,21/06/2010 05.19.50
Barre,1599,1598.92,55,9,777.5,2856,149,6446,11,11.08,62,24.26,21/06/2010 05.21.06
Barre,1600,1599.93,79.7,7,775.5,2853,149,6045,11,11.08,62,24.28,21/06/2010 05.22.03
Barre,1601,1600.91,60.2,9,777.7,2846,149,7480,11,11.08,62,24.31,21/06/2010 05.23.48
Barre,1602,1601.91,43.7,10,776,2839,149,7437,11,11.08,62,24.34,21/06/2010 05.25.53
Barre,1603,1602.92,38.3,9,776.7,2836,149,6717,11,11.08,62,24.37,21/06/2010 05.27.43
Barre,1604,1603.93,52.9,9,776.3,2837,149,6837,11,11.08,62,24.39,21/06/2010 05.29.02
Barre,1605,1604.92,52.6,8,777.2,2839,149,5780,11,11.08,62,24.41,21/06/2010 05.30.18
Barre,1606,1605.94,66.3,8,777.4,2835,149,5809,11,11.08,62,24.44,21/06/2010 05.31.41
Barre,1607,1606.94,72.7,7,778.6,2833,149,6266,11,11.08,62,24.45,21/06/2010 05.32.31
Barre,1608,1607.93,68.9,7,777.3,2834,149,5835,11,11.08,62,24.47,21/06/2010 05.33.26
Barre,1609,1608.94,78.5,6,778.5,2840,149,5496,11,11.08,62,24.48,21/06/2010 05.34.19
Barre,1610,1609.92,75,7,776.1,2844,160,5634,11,11.08,62,24.5,21/06/2010 05.35.15
Barre,1611,1610.93,63.4,6,777.3,2843,161,4822,11,11.08,62,24.51,21/06/2010 05.36.22
Barre,1612,1611.94,73.1,6,778.3,2842,161,4978,11,11.08,62,24.53,21/06/2010 05.37.14
Barre,1613,1612.94,86.1,5,778.2,2844,161,4936,11,11.08,61,24.54,21/06/2010 05.37.59
Barre,1614,1613.93,76.1,6,777.7,2845,161,5818,11,11.08,62,24.55,21/06/2010 05.38.46
Barre,1615,1614.94,77.3,7,775.8,2846,161,6480,11,11.08,62,24.57,21/06/2010 05.39.35
Barre,1616,1615.95,77.7,7,776.9,2848,161,6257,11,11.08,61,24.58,21/06/2010 05.40.30
Barre,1617,1616.94,86.5,6,779.3,2850,161,5740,11,11.08,61,24.6,21/06/2010 05.41.13
Barre,1618,1617.92,83.7,7,775.9,2857,161,6704,11,11.08,61,24.61,21/06/2010 05.41.59
Barre,1619,1618.93,79.7,6,777.8,2865,161,5930,11,11.08,61,24.62,21/06/2010 05.42.44
Barre,1620,1619.92,42,4,780.6,2886,135,4352,11,11.08,62,24.65,21/06/2010 05.56.00
Barre,1621,1620.93,69.6,3,779.7,2905,144,3034,11,11.08,61,24.67,21/06/2010 06.13.46
Barre,1622,1621.92,77.4,5,775.6,2890,153,4683,11,11.08,61,24.69,21/06/2010 06.14.55
Barre,1623,1622.92,67.4,5,777.6,2908,153,3755,11,11.08,61,24.71,21/06/2010 06.16.05
Barre,1624,1623.93,62.9,6,776.7,2896,153,4565,11,11.08,61,24.73,21/06/2010 06.17.22
Barre,1625,1624.93,71.4,5,775.5,2889,154,4572,11,11.08,61,24.75,21/06/2010 06.18.22
Barre,1626,1625.91,66.3,5,776.1,2884,154,4460,11,11.08,61,24.77,21/06/2010 06.19.19
Barre,1627,1626.92,58.1,4,779.9,2905,144,3835,11,11.08,61,24.81,21/06/2010 06.38.28
Barre,1628,1627.91,56.3,3,778,2894,153,2540,11,11.08,61,24.83,21/06/2010 06.39.37
Barre,1629,1628.92,50,3,780.4,2911,144,4894,11,11.08,61,24.85,21/06/2010 06.45.46
Barre,1630,1629.92,38.7,4,779.1,2898,158,2894,11,11.08,62,24.88,21/06/2010 06.47.36
Barre,1631,1630.91,37.4,5,781.9,2917,158,3509,11,11.08,62,24.91,21/06/2010 06.49.17
Barre,1632,1631.93,44.9,5,780.7,2909,158,4059,11,11.08,62,24.94,21/06/2010 06.50.49
Barre,1633,1632.91,40.7,5,779.3,2903,158,4210,11,11.08,62,24.96,21/06/2010 06.52.19
Barre,1634,1633.92,43.7,5,779.9,2901,159,4100,11,11.08,62,24.99,21/06/2010 06.53.47
Barre,1635,1634.92,48.5,5,782.8,2920,158,4140,11,11.08,62,25.01,21/06/2010 06.55.11
Barre,1636,1635.91,48.3,5,780.4,2908,158,4537,11,11.08,62,25.03,21/06/2010 06.56.29
Barre,1637,1636.91,47.1,5,782.2,2919,158,4379,11,11.08,62,25.05,21/06/2010 06.57.55
Barre,1638,1637.91,65.1,5,782.1,2924,159,4266,11,11.08,62,25.08,21/06/2010 06.59.15
Barre,1639,1638.92,54,5,779.9,2907,158,4591,11,11.08,62,25.1,21/06/2010 07.00.33
Barre,1640,1639.92,55.3,6,779.2,2904,159,4508,11,11.08,62,25.12,21/06/2010 07.01.57
Barre,1641,1640.91,46.2,6,780.9,2919,158,4741,11,11.08,62,25.16,21/06/2010 07.04.00
Barre,1642,1641.92,41,7,782.2,2927,158,5134,11,11.08,62,25.19,21/06/2010 07.06.06
Barre,1643,1642.92,44,7,781.4,2927,158,5266,11,11.08,63,25.22,21/06/2010 07.07.36
Barre,1644,1643.92,49.9,6,781.9,2929,158,5259,11,11.08,62,25.24,21/06/2010 07.08.53
Barre,1645,1644.93,60.2,6,782.4,2934,158,5236,11,11.08,62,25.26,21/06/2010 07.10.00
Barre,1646,1645.94,62,6,782.7,2933,158,5331,11,11.08,62,25.27,21/06/2010 07.11.07
Barre,1647,1646.92,62.9,5,783.2,2939,158,4280,11,11.08,62,25.3,21/06/2010 07.12.37
Barre,1648,1647.93,51.6,5,782.5,2936,151,3107,11,11.08,63,25.35,21/06/2010 07.15.43
Barre,1649,1648.92,54.5,7,802.3,2933,152,6132,11,11.08,63,25.38,21/06/2010 07.44.39
Barre,1650,1649.93,73.1,4,832.8,3201,131,3798,11,11.08,63,25.39,21/06/2010 07.45.31
Barre,1651,1650.93,73.4,7,832.7,3210,157,6522,11,11.08,63,25.41,21/06/2010 07.46.40
Barre,1652,1651.93,56.7,9,831.3,3193,157,7718,11,11.08,63,25.43,21/06/2010 07.47.48
Barre,1653,1652.94,73.1,8,831.7,3202,157,7697,11,11.08,63,25.44,21/06/2010 07.48.44
Barre,1654,1653.94,71,6,829.6,3186,158,5853,11,11.08,63,25.46,21/06/2010 07.49.43
Barre,1655,1654.94,88,7,828.4,3153,158,7069,11,11.08,63,25.47,21/06/2010 07.50.28
Barre,1656,1655.94,87.9,8,830.2,3125,157,9795,11,11.08,63,25.48,21/06/2010 07.51.10
Barre,1657,1656.95,81.1,8,828.6,3111,157,7721,11,11.08,63,25.5,21/06/2010 07.52.09
Barre,1658,1657.94,102.5,5,826.2,3120,158,5997,11,11.08,63,25.52,21/06/2010 07.53.16
Barre,1659,1658.93,67.1,7,807.3,3115,157,8578,11,11.08,63,25.54,21/06/2010 07.54.22
Barre,1660,1659.91,33.7,11,807.7,3124,157,9942,11,11.08,63,25.57,21/06/2010 07.56.25
Barre,1661,1660.92,46.1,10,808.1,3130,157,9579,11,11.08,63,25.59,21/06/2010 07.57.50
Barre,1662,1661.92,63.9,7,807.6,3129,157,6943,11,11.08,63,25.61,21/06/2010 07.58.50
Barre,1663,1662.93,54.4,8,808.3,3134,158,6741,11,11.08,63,25.65,21/06/2010 08.00.54
Barre,1664,1663.93,88.1,7,809.2,3144,157,8508,11,11.08,63,25.66,21/06/2010 08.01.40
Barre,1665,1664.94,83.8,8,809.4,3145,158,8468,11,11.08,63,25.67,21/06/2010 08.02.24
Barre,1666,1665.95,90.2,9,808.3,3138,157,9787,11,11.08,63,25.68,21/06/2010 08.03.05
Barre,1667,1666.92,94.4,9,809.7,3150,157,10261,11,11.08,63,25.69,21/06/2010 08.03.44
Barre,1668,1667.95,93.4,9,808.7,3148,157,9796,11,11.08,63,25.7,21/06/2010 08.04.25
Barre,1669,1668.93,88.8,8,807.4,3139,157,8611,11,11.08,62,25.72,21/06/2010 08.05.06
Barre,1670,1669.95,89.9,7,810.8,3161,157,8420,11,11.08,63,25.73,21/06/2010 08.05.48
Barre,1671,1670.94,92.9,7,809.3,3155,157,7556,11,11.08,63,25.74,21/06/2010 08.06.28
Barre,1672,1671.95,84.4,10,850,3151,157,10090,11,11.08,63,25.75,21/06/2010 08.07.12
Barre,1673,1672.95,88,8,809.4,3154,157,8937,11,11.08,63,25.76,21/06/2010 08.07.54
Barre,1674,1673.95,92.7,8,809.7,3156,158,8550,11,11.08,63,25.77,21/06/2010 08.08.34
Barre,1675,1674.92,95.9,7,813.2,3168,158,8808,11,11.08,63,25.78,21/06/2010 08.09.13
Barre,1676,1675.95,97.2,6,811.8,3167,158,8192,11,11.08,63,25.79,21/06/2010 08.09.51
Barre,1677,1676.93,88.3,7,812.4,3176,158,8061,11,11.08,63,25.81,21/06/2010 08.10.34
Barre,1678,1677.94,79.5,6,810.2,3165,158,6728,11,11.08,63,25.82,21/06/2010 08.11.21
Barre,1679,1678.91,83,2,811.4,3194,141,3238,11,11.08,63,25.84,21/06/2010 08.28.11
Barre,1680,1679.93,87.9,4,813.1,3219,156,5999,11,11.08,63,25.85,21/06/2010 08.28.57
Barre,1681,1680.95,89,5,859.8,3228,155,7291,11,11.08,63,25.86,21/06/2010 08.29.45
Barre,1682,1681.93,85.1,4,818.2,3224,156,5813,11,11.08,63,25.9,21/06/2010 08.31.59
Barre,1683,1682.93,73,5,849.5,3227,156,6652,11,11.08,63,25.92,21/06/2010 08.32.50
Barre,1684,1683.94,73.3,5,887,3221,156,6974,11,11.08,63,25.93,21/06/2010 08.33.43
Barre,1685,1684.93,75.7,5,853.7,3226,155,6833,11,11.08,63,25.94,21/06/2010 08.34.34
Barre,1686,1685.93,75.3,5,836.9,3227,155,6903,11,11.08,63,25.96,21/06/2010 08.35.32
Barre,1687,1686.93,117.1,4,814.6,3230,156,6343,11,11.08,63,25.98,21/06/2010 08.36.56
Barre,1688,1687.97,129.4,7,812.7,3219,155,10541,11,11.08,63,25.99,21/06/2010 08.37.26
Barre,1689,1688.97,134.9,8,813.7,3230,155,11331,11,11.08,63,26,21/06/2010 08.37.54
Barre,1690,1689.95,125.2,5,831.7,3227,155,8252,11,11.08,63,26.01,21/06/2010 08.38.41
Barre,1691,1690.95,134.1,7,814.2,3233,155,10526,11,11.08,64,26.02,21/06/2010 08.39.09
Barre,1692,1691.96,138.4,7,813.8,3229,155,11878,11,11.08,64,26.03,21/06/2010 08.39.36
Barre,1693,1692.93,142.8,6,813.5,3243,140,9739,11,11.08,64,26.05,21/06/2010 08.40.39
Barre,1694,1693.92,85.7,5,816.3,3252,146,8003,11,11.08,64,26.06,21/06/2010 08.41.30
Barre,1695,1694.94,121.8,6,878.8,3242,146,8529,11,11.08,64,26.08,21/06/2010 08.42.42
Barre,1696,1695.94,125.2,8,812.3,3230,145,11878,11,11.08,64,26.09,21/06/2010 08.43.11
Barre,1697,1696.95,108.2,8,814.8,3244,145,12128,11,11.08,64,26.1,21/06/2010 08.43.57
Barre,1698,1697.94,94.8,9,815.4,3251,145,12175,11,11.08,64,26.11,21/06/2010 08.44.37
Barre,1699,1698.94,105,8,814.6,3245,145,10352,11,11.08,64,26.12,21/06/2010 08.45.13
Barre,1700,1699.96,105.7,7,817.3,3263,146,9837,11,11.08,63,26.13,21/06/2010 08.45.48
Barre,1701,1700.95,105.8,8,814.6,3249,145,10290,11,11.08,64,26.14,21/06/2010 08.46.22
Barre,1702,1701.91,108.3,8,816.3,3265,146,10152,11,11.08,64,26.15,21/06/2010 08.46.56
Barre,1703,1702.94,109.5,8,813.3,3240,145,10310,11,11.08,64,26.16,21/06/2010 08.47.29
